#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  3.840677695573474e-02  1.038363103557698e-01  9.938525746485606e-01  2.184232118754690e-01 -8.336316688417410e-01 -5.072963051493059e-01  5.540391061029867e-01 -6.540601137171318e-01  5.150204234328344e-01  5.540391061029867e-01 -6.540601137171318e-01  5.150204234328344e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.567313961048824e-01 -8.119402742092319e-02  8.858916196258182e-01 -8.037872175692194e-01 -6.314153281242979e-02 -5.915566377841003e-01  3.257240508682054e-01  6.024800993087200e-02  9.435433323305169e-01  3.257240508682054e-01  6.024800993087200e-02  9.435433323305169e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.648573775077706e-01  8.206128833182875e-01 -3.324185829773133e-01 -7.144598823320193e-03 -3.372895944002514e-01 -9.413738280922026e-01 -3.583205345120542e-01  8.796851096435723e-01 -3.126667593754923e-01 -3.583205345120542e-01  8.796851096435723e-01 -3.126667593754923e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.057138387842315e-01 -8.874298636015140e-01  2.187796110407939e-01 -2.359908245265863e-01  3.255705765281821e-02  9.712097449759516e-01 -1.270140888145835e-01  9.761429124572171e-01 -1.761034800966266e-01 -1.270140888145835e-01  9.761429124572171e-01 -1.761034800966266e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.692835208872086e-01  7.533403238158266e-01  3.292333964823870e-01 -2.583561388056975e-02  9.619046414489806e-01  2.721616832221655e-01 -7.651685521185584e-01 -6.345434287701056e-01  1.089574405603719e-01 -7.651685521185584e-01 -6.345434287701056e-01  1.089574405603719e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.380617645253256e-01  4.319801346554735e-01 -7.883495758380270e-01 -3.858286111447601e-01 -4.842751172523163e-01 -7.852476638821416e-01  2.224749952577836e-01  4.547166436305641e-01 -8.624022556153269e-01  2.224749952577836e-01  4.547166436305641e-01 -8.624022556153269e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.138980578238787e-01  4.588685754047046e-02 -6.987445594352448e-01 -5.246077992867717e-01 -3.078301721731838e-01 -7.937425539980317e-01 -3.519030643519467e-01  1.000621026839197e-01 -9.306727721955673e-01 -3.519030643519467e-01  1.000621026839197e-01 -9.306727721955673e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.949105291271513e-01 -3.138438831667826e-01 -7.399888373025959e-01  9.628143192891790e-01 -2.590414502223901e-01 -7.672101171384335e-02  4.722057499987513e-02  2.851491887302310e-01  9.573192557674646e-01  4.722057499987513e-02  2.851491887302310e-01  9.573192557674646e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.825999347391159e-01  6.837247477872294e-02 -4.651263913079338e-01 -6.104880830505462e-01 -5.175628460200603e-01  5.995273145344461e-01 -9.174179600765192e-01 -2.920275398006468e-01 -2.703039077168876e-01 -9.174179600765192e-01 -2.920275398006468e-01 -2.703039077168876e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.263990565646797e-01  4.710628102164861e-02 -9.908603719938891e-01 -1.572545109705227e-02 -9.565257161103234e-01 -2.912237363393086e-01  9.947853162364512e-01 -9.898471179305611e-02  2.458050918084577e-02  9.947853162364512e-01 -9.898471179305611e-02  2.458050918084577e-02
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -2.860873574312666e-01 -9.439291875647630e-01 -1.647777678612050e-01 -2.772238066628365e-01  4.615829551296621e-01 -8.426672751170148e-01  5.410011757432946e-01  5.261501011697745e-01  6.561126419170789e-01  5.410011757432946e-01  5.261501011697745e-01  6.561126419170789e-01
