#  MCS        H  M-mean   M-sdt Γθ-mean  Γθ-std δθ-mean  δθ-std
     0   1.0000  0.8939  0.0015  0.5036  0.0024  0.7594  0.0076
   100   0.9999  0.8938  0.0018  0.5035  0.0026  0.7604  0.0090
   201   0.9995  0.8936  0.0016  0.5033  0.0026  0.7613  0.0086
   301   0.9989  0.8939  0.0019  0.5038  0.0022  0.7612  0.0091
   402   0.9980  0.8934  0.0019  0.5037  0.0026  0.7607  0.0087
   502   0.9969  0.8934  0.0018  0.5037  0.0024  0.7621  0.0078
   603   0.9955  0.8933  0.0018  0.5035  0.0025  0.7633  0.0082
   703   0.9939  0.8929  0.0018  0.5035  0.0024  0.7635  0.0087
   804   0.9920  0.8925  0.0017  0.5035  0.0026  0.7626  0.0086
   904   0.9899  0.8927  0.0018  0.5038  0.0024  0.7630  0.0081
  1005   0.9876  0.8923  0.0018  0.5038  0.0023  0.7635  0.0097
  1105   0.9850  0.8921  0.0019  0.5034  0.0025  0.7650  0.0080
  1206   0.9821  0.8918  0.0018  0.5035  0.0023  0.7661  0.0089
  1306   0.9790  0.8914  0.0016  0.5040  0.0022  0.7659  0.0079
  1407   0.9757  0.8908  0.0018  0.5041  0.0024  0.7654  0.0079
  1507   0.9721  0.8907  0.0019  0.5038  0.0026  0.7676  0.0094
  1608   0.9683  0.8903  0.0017  0.5035  0.0023  0.7692  0.0076
  1708   0.9642  0.8898  0.0019  0.5035  0.0026  0.7705  0.0082
  1809   0.9599  0.8892  0.0019  0.5034  0.0026  0.7716  0.0091
  1909   0.9554  0.8885  0.0020  0.5036  0.0024  0.7732  0.0090
  2010   0.9506  0.8878  0.0020  0.5038  0.0022  0.7738  0.0084
  2110   0.9455  0.8875  0.0018  0.5034  0.0023  0.7755  0.0091
  2211   0.9403  0.8866  0.0021  0.5039  0.0026  0.7756  0.0095
  2311   0.9348  0.8859  0.0018  0.5036  0.0024  0.7783  0.0083
  2412   0.9291  0.8852  0.0022  0.5036  0.0026  0.7798  0.0093
  2512   0.9231  0.8846  0.0020  0.5037  0.0026  0.7817  0.0089
  2613   0.9169  0.8836  0.0020  0.5036  0.0026  0.7826  0.0092
  2713   0.9105  0.8825  0.0019  0.5036  0.0024  0.7850  0.0086
  2814   0.9039  0.8817  0.0021  0.5038  0.0025  0.7852  0.0092
  2914   0.8970  0.8807  0.0021  0.5038  0.0025  0.7865  0.0089
  3015   0.8899  0.8798  0.0021  0.5035  0.0025  0.7903  0.0094
  3115   0.8826  0.8786  0.0021  0.5035  0.0027  0.7926  0.0084
  3216   0.8751  0.8779  0.0023  0.5033  0.0024  0.7956  0.0091
  3316   0.8673  0.8762  0.0022  0.5040  0.0024  0.7963  0.0098
  3417   0.8594  0.8756  0.0022  0.5036  0.0025  0.7992  0.0088
  3517   0.8512  0.8740  0.0022  0.5037  0.0024  0.8006  0.0091
  3618   0.8428  0.8727  0.0024  0.5034  0.0027  0.8033  0.0097
  3718   0.8342  0.8715  0.0024  0.5037  0.0022  0.8057  0.0091
  3819   0.8254  0.8699  0.0023  0.5037  0.0025  0.8085  0.0092
  3919   0.8164  0.8689  0.0026  0.5036  0.0026  0.8102  0.0093
  4020   0.8072  0.8672  0.0024  0.5040  0.0023  0.8122  0.0096
  4120   0.7977  0.8652  0.0028  0.5036  0.0026  0.8158  0.0104
  4221   0.7881  0.8639  0.0024  0.5038  0.0026  0.8179  0.0101
  4321   0.7783  0.8620  0.0027  0.5032  0.0026  0.8223  0.0090
  4422   0.7683  0.8602  0.0028  0.5036  0.0026  0.8252  0.0096
  4522   0.7581  0.8586  0.0026  0.5037  0.0023  0.8265  0.0086
  4623   0.7477  0.8566  0.0024  0.5035  0.0026  0.8309  0.0106
  4723   0.7371  0.8543  0.0027  0.5040  0.0027  0.8322  0.0100
  4824   0.7264  0.8525  0.0026  0.5039  0.0026  0.8366  0.0100
  4924   0.7154  0.8503  0.0030  0.5038  0.0027  0.8399  0.0099
  5025   0.7043  0.8478  0.0029  0.5042  0.0024  0.8410  0.0091
  5125   0.6930  0.8459  0.0028  0.5036  0.0023  0.8458  0.0097
  5226   0.6815  0.8431  0.0030  0.5034  0.0024  0.8510  0.0103
  5326   0.6699  0.8403  0.0031  0.5035  0.0026  0.8532  0.0095
  5427   0.6581  0.8378  0.0035  0.5041  0.0022  0.8557  0.0088
  5527   0.6461  0.8352  0.0031  0.5040  0.0024  0.8603  0.0098
  5628   0.6340  0.8323  0.0032  0.5040  0.0025  0.8636  0.0103
  5728   0.6217  0.8291  0.0033  0.5034  0.0023  0.8692  0.0088
  5829   0.6093  0.8256  0.0038  0.5041  0.0022  0.8697  0.0117
  5929   0.5967  0.8226  0.0033  0.5041  0.0026  0.8737  0.0106
  6030   0.5839  0.8192  0.0036  0.5037  0.0026  0.8788  0.0097
  6130   0.5711  0.8157  0.0036  0.5035  0.0024  0.8821  0.0106
  6231   0.5580  0.8120  0.0039  0.5035  0.0027  0.8872  0.0110
  6331   0.5449  0.8079  0.0039  0.5037  0.0026  0.8903  0.0103
  6432   0.5316  0.8035  0.0038  0.5031  0.0021  0.8958  0.0097
  6532   0.5181  0.7996  0.0042  0.5037  0.0024  0.8973  0.0101
  6633   0.5046  0.7953  0.0043  0.5036  0.0023  0.9028  0.0103
  6733   0.4909  0.7902  0.0042  0.5035  0.0022  0.9057  0.0096
  6834   0.4770  0.7856  0.0045  0.5036  0.0025  0.9108  0.0110
  6934   0.4631  0.7806  0.0047  0.5038  0.0022  0.9153  0.0103
  7035   0.4491  0.7755  0.0050  0.5036  0.0023  0.9190  0.0106
  7135   0.4349  0.7702  0.0049  0.5040  0.0023  0.9221  0.0104
  7236   0.4206  0.7644  0.0052  0.5032  0.0024  0.9264  0.0117
  7336   0.4063  0.7578  0.0051  0.5035  0.0025  0.9335  0.0115
  7437   0.3918  0.7517  0.0052  0.5036  0.0025  0.9366  0.0110
  7537   0.3772  0.7450  0.0059  0.5032  0.0027  0.9410  0.0127
  7638   0.3625  0.7375  0.0056  0.5035  0.0023  0.9449  0.0111
  7738   0.3478  0.7300  0.0064  0.5036  0.0023  0.9507  0.0106
  7839   0.3329  0.7221  0.0063  0.5035  0.0028  0.9544  0.0113
  7939   0.3180  0.7143  0.0061  0.5034  0.0024  0.9582  0.0102
  8040   0.3030  0.7050  0.0069  0.5043  0.0028  0.9630  0.0121
  8140   0.2879  0.6940  0.0071  0.5030  0.0023  0.9721  0.0112
  8241   0.2728  0.6840  0.0070  0.5039  0.0028  0.9773  0.0116
  8341   0.2575  0.6722  0.0085  0.5038  0.0023  0.9830  0.0093
  8442   0.2423  0.6597  0.0083  0.5035  0.0026  0.9880  0.0109
  8542   0.2269  0.6474  0.0087  0.5034  0.0023  0.9961  0.0102
  8643   0.2115  0.6313  0.0091  0.5033  0.0022  1.0020  0.0101
  8743   0.1961  0.6167  0.0094  0.5035  0.0025  1.0084  0.0124
  8844   0.1806  0.5966  0.0117  0.5039  0.0023  1.0159  0.0116
  8944   0.1650  0.5748  0.0115  0.5034  0.0023  1.0240  0.0112
  9045   0.1494  0.5508  0.0121  0.5036  0.0025  1.0315  0.0111
  9145   0.1338  0.5240  0.0133  0.5035  0.0021  1.0411  0.0106
  9246   0.1181  0.4922  0.0120  0.5035  0.0023  1.0514  0.0111
  9346   0.1024  0.4542  0.0127  0.5037  0.0022  1.0613  0.0117
  9447   0.0867  0.4120  0.0141  0.5038  0.0025  1.0689  0.0138
  9547   0.0710  0.3652  0.0148  0.5036  0.0022  1.0797  0.0119
  9648   0.0552  0.3091  0.0162  0.5038  0.0025  1.0871  0.0114
  9748   0.0395  0.2492  0.0165  0.5037  0.0024  1.0975  0.0127
