#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.879999999999908E-07 0.135119999999986E+03  0.773104532776669E+03  0.280067875218416E+06
0.899999999999905E-07 0.138099999999986E+03  0.391222039328428E+04  0.282837710741728E+06
0.919999999999901E-07 0.141079999999985E+03  0.352601261586301E+04  0.280531723863973E+06
0.939999999999897E-07 0.144059999999985E+03  0.312556903963780E+04  0.276338446249409E+06
0.959999999999893E-07 0.147039999999984E+03  0.763319812612054E+03  0.278711138512923E+06
0.979999999999889E-07 0.150019999999984E+03  0.385966398177269E+04  0.281667273215433E+06
0.999999999999886E-07 0.152999999999983E+03 -0.791361865187231E+03  0.277019984514289E+06
0.101999999999988E-06 0.155979999999982E+03 -0.232493662665709E+04  0.279196162917774E+06
0.103999999999988E-06 0.158959999999982E+03  0.253636489631284E+04  0.280924631923461E+06
0.105999999999987E-06 0.161939999999981E+03  0.381686255901037E+04  0.273522468176601E+06
0.107999999999987E-06 0.164919999999981E+03  0.325518957468097E+04  0.275674457922254E+06
0.109999999999987E-06 0.167899999999980E+03  0.434450353964731E+04  0.276810753399841E+06
0.111999999999986E-06 0.170879999999980E+03  0.347128298222562E+04  0.276854022234897E+06
0.113999999999986E-06 0.173859999999979E+03 -0.110428866612612E+04  0.278960366421131E+06
0.115999999999986E-06 0.176839999999978E+03  0.492408086848087E+04  0.273003605230782E+06
0.117999999999985E-06 0.179819999999978E+03  0.250173099619300E+04  0.274768583194902E+06
0.119999999999986E-06 0.182799999999979E+03  0.366757664863326E+04  0.278781683861945E+06
0.121999999999988E-06 0.185779999999982E+03  0.620630417301222E+03  0.272629723292954E+06
0.123999999999990E-06 0.188759999999986E+03  0.738386217986634E+04  0.273811299171397E+06
0.125999999999993E-06 0.191739999999989E+03  0.426921794507211E+04  0.271945167398611E+06
0.127999999999995E-06 0.194719999999992E+03  0.668845847747033E+04  0.272448606718077E+06
0.129999999999997E-06 0.197699999999996E+03  0.196067267041246E+04  0.273036742934414E+06
0.131999999999999E-06 0.200679999999999E+03  0.741784922468986E+04  0.268277310491636E+06
0.134000000000002E-06 0.203660000000003E+03  0.103328450747316E+05  0.271806302777279E+06
0.136000000000004E-06 0.206640000000006E+03  0.569365257671748E+04  0.271509120047311E+06
0.138000000000006E-06 0.209620000000009E+03  0.774067145647548E+04  0.266536349321743E+06
0.140000000000009E-06 0.212600000000013E+03  0.920194444260705E+04  0.266461336251374E+06
0.142000000000011E-06 0.215580000000016E+03  0.366604758115313E+04  0.262101135521622E+06
0.144000000000013E-06 0.218560000000019E+03  0.905608838194438E+04  0.264526244638506E+06
0.146000000000015E-06 0.221540000000023E+03  0.664092865273647E+04  0.262930857663167E+06
0.148000000000018E-06 0.224520000000026E+03  0.135584811607675E+05  0.258341393827465E+06
0.150000000000020E-06 0.227500000000030E+03  0.654686653421984E+04  0.256390250710467E+06
0.152000000000022E-06 0.230480000000033E+03  0.110304790605657E+05  0.257714023652774E+06
0.154000000000024E-06 0.233460000000036E+03  0.146963613554562E+05  0.254509435366739E+06
0.156000000000027E-06 0.236440000000040E+03  0.171367960862764E+05  0.258479676463037E+06
0.158000000000029E-06 0.239420000000043E+03  0.160708492076028E+05  0.255321768015182E+06
0.160000000000031E-06 0.242400000000046E+03  0.141829357272598E+05  0.255287772211760E+06
0.162000000000033E-06 0.245380000000050E+03  0.206370839828946E+05  0.244211157019882E+06
0.164000000000036E-06 0.248360000000053E+03  0.194641586822244E+05  0.248121787256382E+06
0.166000000000038E-06 0.251340000000057E+03  0.234041344458147E+05  0.243717009242127E+06
0.168000000000040E-06 0.254320000000060E+03  0.287367520286003E+05  0.240521727940020E+06
0.170000000000043E-06 0.257300000000063E+03  0.272067667108530E+05  0.236474121019797E+06
0.172000000000045E-06 0.260280000000067E+03  0.265714842373678E+05  0.237590795382720E+06
0.174000000000047E-06 0.263260000000070E+03  0.303917044649129E+05  0.231368998085177E+06
0.176000000000049E-06 0.266240000000074E+03  0.380354773063693E+05  0.229643113284356E+06
0.178000000000052E-06 0.269220000000077E+03  0.340852768052226E+05  0.226495793679770E+06
0.180000000000054E-06 0.272200000000080E+03  0.417618495218522E+05  0.224499297055026E+06
0.182000000000056E-06 0.275180000000084E+03  0.353665765147951E+05  0.220736388079720E+06
0.184000000000058E-06 0.278160000000087E+03  0.405347029825664E+05  0.214336844280497E+06
0.186000000000061E-06 0.281140000000090E+03  0.496331609555898E+05  0.216186402422746E+06
0.188000000000063E-06 0.284120000000094E+03  0.455616990142152E+05  0.209696742599361E+06
0.190000000000065E-06 0.287100000000097E+03  0.508385738079576E+05  0.205709166523704E+06
0.192000000000067E-06 0.290080000000101E+03  0.465119519246632E+05  0.196991543472650E+06
0.194000000000070E-06 0.293060000000104E+03  0.482189782577142E+05  0.201595614770149E+06
0.196000000000072E-06 0.296040000000107E+03  0.494869980495041E+05  0.195709878983050E+06
0.198000000000074E-06 0.299020000000111E+03  0.532256312241178E+05  0.188431560068274E+06
0.200000000000077E-06 0.302000000000114E+03  0.563230178145218E+05  0.193730520209524E+06
0.202000000000079E-06 0.304980000000117E+03  0.580126113986050E+05  0.182373252373853E+06
0.204000000000081E-06 0.307960000000121E+03  0.566620359760788E+05  0.177302724875489E+06
0.206000000000083E-06 0.310940000000124E+03  0.663282282240854E+05  0.173099289393710E+06
0.208000000000086E-06 0.313920000000128E+03  0.650451973888241E+05  0.166034940729559E+06
0.210000000000088E-06 0.316900000000131E+03  0.660019281158976E+05  0.167597236209954E+06
0.212000000000090E-06 0.319880000000134E+03  0.653630572238501E+05  0.162611001854348E+06
0.214000000000092E-06 0.322860000000138E+03  0.695661307136369E+05  0.158171201728511E+06
0.216000000000095E-06 0.325840000000141E+03  0.661544500041386E+05  0.153535940923117E+06
0.218000000000097E-06 0.328820000000144E+03  0.676984432462395E+05  0.149660873509859E+06
0.220000000000099E-06 0.331800000000148E+03  0.728059484187159E+05  0.149962015127781E+06
0.222000000000101E-06 0.334780000000151E+03  0.626519529156223E+05  0.139253074551608E+06
0.224000000000104E-06 0.337760000000155E+03  0.742743646888371E+05  0.130844286904311E+06
0.226000000000106E-06 0.340740000000158E+03  0.671869465179479E+05  0.123078487000639E+06
0.228000000000108E-06 0.343720000000161E+03  0.686912850996806E+05  0.123962116548493E+06
0.230000000000111E-06 0.346700000000165E+03  0.689955081334038E+05  0.119086835631133E+06
0.232000000000113E-06 0.349680000000168E+03  0.717827233150534E+05  0.111249454466291E+06
0.234000000000115E-06 0.352660000000171E+03  0.665659558669398E+05  0.112700402386367E+06
0.236000000000117E-06 0.355640000000175E+03  0.587143832845972E+05  0.105571028007210E+06
0.238000000000120E-06 0.358620000000178E+03  0.660000360719229E+05  0.919102276957311E+05
0.240000000000122E-06 0.361600000000182E+03  0.601098665862477E+05  0.910270157060003E+05
0.242000000000124E-06 0.364580000000185E+03  0.635865095953190E+05  0.924263673407094E+05
0.244000000000126E-06 0.367560000000188E+03  0.630055474950854E+05  0.894789975582039E+05
0.246000000000129E-06 0.370540000000192E+03  0.719524954437505E+05  0.858794898932596E+05
0.248000000000131E-06 0.373520000000195E+03  0.716310082700720E+05  0.842849821766461E+05
0.250000000000133E-06 0.376500000000198E+03  0.659784260957328E+05  0.825884254915796E+05
0.252000000000136E-06 0.379480000000202E+03  0.770239290936095E+05  0.730733873976940E+05
0.254000000000138E-06 0.382460000000205E+03  0.831985076260855E+05  0.720650532535572E+05
0.256000000000140E-06 0.385440000000209E+03  0.747068022281479E+05  0.790988537630716E+05
0.258000000000142E-06 0.388420000000212E+03  0.769462072036398E+05  0.700540610258023E+05
0.260000000000145E-06 0.391400000000215E+03  0.652089659525774E+05  0.680998388629676E+05
0.262000000000147E-06 0.394380000000219E+03  0.703897632704261E+05  0.618153645803829E+05
0.264000000000149E-06 0.397360000000222E+03  0.716532823078604E+05  0.617910399974218E+05
0.266000000000151E-06 0.400340000000226E+03  0.730549516563950E+05  0.554983669013850E+05
0.268000000000154E-06 0.403320000000229E+03  0.762811155148375E+05  0.616605249886700E+05
0.270000000000156E-06 0.406300000000232E+03  0.766864048987510E+05  0.616601392972348E+05
0.272000000000158E-06 0.409280000000236E+03  0.723103836457133E+05  0.613212069437497E+05
0.274000000000160E-06 0.412260000000239E+03  0.750594473991633E+05  0.630726954217426E+05
0.276000000000163E-06 0.415240000000243E+03  0.704849031470854E+05  0.586938073553987E+05
0.278000000000165E-06 0.418220000000246E+03  0.708453740706586E+05  0.536826801729515E+05
0.280000000000167E-06 0.421200000000249E+03  0.700606167020711E+05  0.568363182160766E+05
0.282000000000170E-06 0.424180000000253E+03  0.623864082022577E+05  0.513417893955651E+05
0.284000000000172E-06 0.427160000000256E+03  0.668149261294805E+05  0.585206315550819E+05
0.286000000000174E-06 0.430140000000259E+03  0.725724880906112E+05  0.532592301868472E+05
0.288000000000176E-06 0.433120000000263E+03  0.617754318038678E+05  0.545608120899146E+05
0.290000000000179E-06 0.436100000000266E+03  0.624659832138346E+05  0.664588527298322E+05
0.292000000000181E-06 0.439080000000269E+03  0.668104254171629E+05  0.605552591515697E+05
0.294000000000183E-06 0.442060000000273E+03  0.678542981716714E+05  0.600263931940064E+05
0.296000000000185E-06 0.445040000000276E+03  0.542269089531992E+05  0.580172171192159E+05
0.298000000000188E-06 0.448020000000280E+03  0.544193647504586E+05  0.540644550616449E+05
0.300000000000190E-06 0.451000000000283E+03  0.561723364954535E+05  0.603756744199073E+05
0.302000000000192E-06 0.453980000000286E+03  0.453915496113041E+05  0.555523917838710E+05
0.304000000000194E-06 0.456960000000290E+03  0.497402579056948E+05  0.560743487718270E+05
0.306000000000197E-06 0.459940000000293E+03  0.521932314415357E+05  0.592736119766977E+05
0.308000000000199E-06 0.462920000000297E+03  0.478398786585955E+05  0.449781210992285E+05
0.310000000000201E-06 0.465900000000300E+03  0.443668707910432E+05  0.545233729893145E+05
0.312000000000204E-06 0.468880000000303E+03  0.425833389878076E+05  0.583034155716205E+05
0.314000000000206E-06 0.471860000000307E+03  0.445832899023427E+05  0.407925117405501E+05
0.316000000000208E-06 0.474840000000310E+03  0.491349543214639E+05  0.470709589996061E+05
0.318000000000210E-06 0.477820000000313E+03  0.402989161380825E+05  0.460038426998111E+05
0.320000000000213E-06 0.480800000000317E+03  0.412240362105646E+05  0.450564851221468E+05
0.322000000000215E-06 0.483780000000320E+03  0.476052922887845E+05  0.415746632996997E+05
0.324000000000217E-06 0.486760000000324E+03  0.413278223911503E+05  0.415349795196086E+05
0.326000000000219E-06 0.489740000000327E+03  0.418644297742632E+05  0.442612613046489E+05
0.328000000000222E-06 0.492720000000330E+03  0.536527916948365E+05  0.353329308230655E+05
0.330000000000224E-06 0.495700000000334E+03  0.414492769942658E+05  0.339190474072503E+05
0.332000000000226E-06 0.498680000000337E+03  0.364776144142467E+05  0.379432068037670E+05
0.334000000000228E-06 0.501660000000340E+03  0.453683468276491E+05  0.433061863728848E+05
0.336000000000231E-06 0.504640000000344E+03  0.466296789546869E+05  0.339677568110277E+05
0.338000000000233E-06 0.507620000000347E+03  0.489279806514601E+05  0.432176258628529E+05
0.340000000000235E-06 0.510600000000351E+03  0.374299715950627E+05  0.465885833207493E+05
0.342000000000238E-06 0.513580000000354E+03  0.427920034981220E+05  0.512600971022049E+05
0.344000000000240E-06 0.516560000000357E+03  0.425692621939931E+05  0.440408802008592E+05
0.346000000000242E-06 0.519540000000361E+03  0.332294305507464E+05  0.441854688441694E+05
0.348000000000244E-06 0.522520000000364E+03  0.325989000085078E+05  0.405815177321399E+05
0.350000000000247E-06 0.525500000000368E+03  0.360894910156289E+05  0.471732046145763E+05
0.352000000000249E-06 0.528480000000371E+03  0.451771764622817E+05  0.503091661926391E+05
0.354000000000251E-06 0.531460000000374E+03  0.383892716311304E+05  0.440371339101664E+05
0.356000000000253E-06 0.534440000000378E+03  0.370348198587556E+05  0.258970358566057E+05
0.358000000000256E-06 0.537420000000381E+03  0.373347610361422E+05  0.281561149733568E+05
0.360000000000258E-06 0.540400000000384E+03  0.410657213748760E+05  0.159236247041170E+05
0.362000000000260E-06 0.543380000000388E+03  0.394875560855203E+05  0.295975118223990E+05
0.364000000000263E-06 0.546360000000391E+03  0.431817175393602E+05  0.244917779725074E+05
0.366000000000265E-06 0.549340000000395E+03  0.325493007089668E+05  0.309339982844101E+05
0.368000000000267E-06 0.552320000000398E+03  0.334144183543614E+05  0.392800991734095E+05
0.370000000000269E-06 0.555300000000401E+03  0.179188205647819E+05  0.503829176451585E+05
0.372000000000272E-06 0.558280000000405E+03  0.315115902686409E+05  0.521403949125364E+05
0.374000000000274E-06 0.561260000000408E+03  0.325488198500495E+05  0.430068855451104E+05
0.376000000000276E-06 0.564240000000411E+03  0.323807260162498E+05  0.408436300690096E+05
0.378000000000278E-06 0.567220000000415E+03  0.365974720510152E+05  0.418948534266799E+05
0.380000000000281E-06 0.570200000000418E+03  0.393781527278045E+05  0.473515947871860E+05
0.382000000000283E-06 0.573180000000422E+03  0.333785782710834E+05  0.503020624945181E+05
0.384000000000285E-06 0.576160000000425E+03  0.392168813873379E+05  0.454475667367476E+05
0.386000000000287E-06 0.579140000000428E+03  0.261664005972187E+05  0.448653883228282E+05
0.388000000000290E-06 0.582120000000432E+03  0.350461926361591E+05  0.387423305491879E+05
0.390000000000292E-06 0.585100000000435E+03  0.295724582370563E+05  0.312910404589057E+05
0.392000000000294E-06 0.588080000000439E+03  0.357984667683402E+05  0.291655087860176E+05
0.394000000000297E-06 0.591060000000442E+03  0.347817567816500E+05  0.443764006310345E+05
0.396000000000299E-06 0.594040000000445E+03  0.339228048310728E+05  0.345967215107466E+05
0.398000000000301E-06 0.597020000000449E+03  0.335121220036692E+05  0.349687751323635E+05
0.400000000000303E-06 0.600000000000452E+03  0.389446872005378E+05  0.342237467228818E+05
