#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.200000000000000E-08 0.698000000000000E+01 -0.129344842689172E+04  0.299162519754691E+06
0.400000000000002E-08 0.996000000000003E+01 -0.181110686832187E+04  0.297185119061319E+06
0.599999999999997E-08 0.129400000000000E+02 -0.932850395311151E+03  0.297478987057060E+06
0.799999999999992E-08 0.159199999999999E+02 -0.652504671345928E+03  0.297579241476475E+06
0.999999999999988E-08 0.188999999999998E+02  0.552689282199534E+03  0.297997669018527E+06
0.119999999999998E-07 0.218799999999997E+02 -0.470789245683919E+03  0.296135848715647E+06
0.139999999999998E-07 0.248599999999997E+02 -0.544616404075661E+03  0.297571323981265E+06
0.159999999999999E-07 0.278399999999999E+02 -0.114289341835853E+04  0.296331040524849E+06
0.180000000000002E-07 0.308200000000003E+02 -0.468761224549114E+03  0.295626971494877E+06
0.200000000000005E-07 0.338000000000007E+02 -0.156481517147576E+04  0.297309249038645E+06
0.220000000000008E-07 0.367800000000011E+02 -0.396267362645032E+04  0.296393033418671E+06
0.240000000000010E-07 0.397600000000016E+02 -0.530711620344920E+03  0.295810232603163E+06
0.260000000000013E-07 0.427400000000020E+02 -0.158041686729779E+04  0.295137846989436E+06
0.280000000000016E-07 0.457200000000024E+02 -0.180621964880028E+04  0.296387969387407E+06
0.300000000000018E-07 0.487000000000027E+02 -0.792913627171506E+03  0.294875746903481E+06
0.320000000000014E-07 0.516800000000022E+02 -0.224271248707184E+04  0.293576382655100E+06
0.340000000000011E-07 0.546600000000016E+02 -0.179022316175262E+04  0.295160260141015E+06
0.360000000000007E-07 0.576400000000010E+02  0.686140864195422E+03  0.294204559420223E+06
0.380000000000003E-07 0.606200000000005E+02 -0.332381056138236E+01  0.292050798098484E+06
0.399999999999999E-07 0.635999999999999E+02 -0.392570562752239E+01  0.294173694359510E+06
0.419999999999995E-07 0.665799999999993E+02 -0.257569591811520E+04  0.292914534156910E+06
0.439999999999992E-07 0.695599999999988E+02  0.668935313557345E+02  0.293157591145069E+06
0.459999999999988E-07 0.725399999999982E+02  0.940285559287939E+01  0.290725986592094E+06
0.479999999999984E-07 0.755199999999976E+02 -0.249859372594413E+04  0.293973631273830E+06
0.499999999999980E-07 0.784999999999971E+02 -0.157592264819267E+04  0.293081299716987E+06
0.519999999999977E-07 0.814799999999965E+02  0.140318832137374E+04  0.294072103633824E+06
0.539999999999973E-07 0.844599999999959E+02  0.500158274880285E+03  0.290336959078613E+06
0.559999999999969E-07 0.874399999999954E+02 -0.307746921776165E+04  0.293507331443094E+06
0.579999999999965E-07 0.904199999999948E+02  0.100959627047296E+04  0.290716136617671E+06
0.599999999999961E-07 0.933999999999943E+02  0.763645596385520E+03  0.293450250451507E+06
0.619999999999958E-07 0.963799999999937E+02 -0.910206638396310E+03  0.291359542157919E+06
0.639999999999954E-07 0.993599999999931E+02  0.142765566972356E+04  0.291019339770190E+06
