#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.109999999999987E-06 0.167899999999980E+03 -0.316463567095663E+04  0.276865660245459E+06
0.111999999999986E-06 0.170879999999980E+03 -0.553171025233721E+04  0.277508778507513E+06
0.113999999999986E-06 0.173859999999979E+03 -0.185201444073713E+04  0.277414009615092E+06
0.115999999999986E-06 0.176839999999978E+03 -0.298716039061826E+04  0.272965577726459E+06
0.117999999999985E-06 0.179819999999978E+03 -0.516517900909152E+04  0.273276090473755E+06
0.119999999999986E-06 0.182799999999979E+03  0.690277783830827E+03  0.278404788980889E+06
0.121999999999988E-06 0.185779999999982E+03  0.223673533729863E+04  0.273670857895700E+06
0.123999999999990E-06 0.188759999999986E+03 -0.348089800351823E+04  0.269578031097143E+06
0.125999999999993E-06 0.191739999999989E+03 -0.276631923385417E+04  0.266339926049691E+06
0.127999999999995E-06 0.194719999999992E+03 -0.403921104883049E+04  0.270625797613756E+06
0.129999999999997E-06 0.197699999999996E+03 -0.237669100002527E+04  0.267512014025717E+06
0.131999999999999E-06 0.200679999999999E+03 -0.360796512663113E+04  0.269277207865029E+06
0.134000000000002E-06 0.203660000000003E+03 -0.415130229449040E+04  0.268739756067167E+06
0.136000000000004E-06 0.206640000000006E+03 -0.437313756930825E+04  0.267014814906049E+06
0.138000000000006E-06 0.209620000000009E+03 -0.499213231963254E+04  0.264374465637248E+06
0.140000000000009E-06 0.212600000000013E+03  0.163127917375635E+04  0.264209084786106E+06
0.142000000000011E-06 0.215580000000016E+03 -0.741296353405795E+04  0.258454926654445E+06
0.144000000000013E-06 0.218560000000019E+03 -0.190653636611040E+04  0.262113002126274E+06
0.146000000000015E-06 0.221540000000023E+03 -0.810511850674600E+04  0.258013733369710E+06
0.148000000000018E-06 0.224520000000026E+03 -0.231751734811875E+04  0.257418416226948E+06
0.150000000000020E-06 0.227500000000030E+03  0.225912130605956E+04  0.255385903270926E+06
0.152000000000022E-06 0.230480000000033E+03 -0.197979065189858E+04  0.257326104402821E+06
0.154000000000024E-06 0.233460000000036E+03  0.538669829857945E+03  0.251349571649809E+06
0.156000000000027E-06 0.236440000000040E+03  0.314751575580098E+04  0.250167230577149E+06
0.158000000000029E-06 0.239420000000043E+03 -0.111879208754692E+04  0.241659224192235E+06
0.160000000000031E-06 0.242400000000046E+03  0.286214952986231E+04  0.251465685476213E+06
0.162000000000033E-06 0.245380000000050E+03  0.373493950859807E+04  0.249103563119694E+06
0.164000000000036E-06 0.248360000000053E+03  0.436947619274391E+04  0.244848011591256E+06
0.166000000000038E-06 0.251340000000057E+03  0.837654563463003E+04  0.235732634287877E+06
0.168000000000040E-06 0.254320000000060E+03  0.959065037615937E+04  0.236121512751260E+06
0.170000000000043E-06 0.257300000000063E+03  0.159807533357035E+05  0.235010561774215E+06
0.172000000000045E-06 0.260280000000067E+03  0.151616654107656E+05  0.230612136312791E+06
0.174000000000047E-06 0.263260000000070E+03  0.207175413775043E+05  0.228308118896090E+06
0.176000000000049E-06 0.266240000000074E+03  0.190278938006067E+05  0.230619631069290E+06
0.178000000000052E-06 0.269220000000077E+03  0.243780653783758E+05  0.222437572131331E+06
0.180000000000054E-06 0.272200000000080E+03  0.285009954960500E+05  0.221947252837247E+06
0.182000000000056E-06 0.275180000000084E+03  0.263688276596113E+05  0.215858016165323E+06
0.184000000000058E-06 0.278160000000087E+03  0.303917459326413E+05  0.219052962019568E+06
0.186000000000061E-06 0.281140000000090E+03  0.301840199140121E+05  0.220364001204025E+06
0.188000000000063E-06 0.284120000000094E+03  0.308450119712511E+05  0.206842868322916E+06
0.190000000000065E-06 0.287100000000097E+03  0.369254763243640E+05  0.200404164552853E+06
0.192000000000067E-06 0.290080000000101E+03  0.337300379832422E+05  0.201209462392854E+06
0.194000000000070E-06 0.293060000000104E+03  0.399374174706565E+05  0.202828844448814E+06
0.196000000000072E-06 0.296040000000107E+03  0.435716275935590E+05  0.195947699806025E+06
0.198000000000074E-06 0.299020000000111E+03  0.499708102250486E+05  0.195522657702716E+06
0.200000000000077E-06 0.302000000000114E+03  0.487839792760162E+05  0.191399799700542E+06
0.202000000000079E-06 0.304980000000117E+03  0.428906958875249E+05  0.190162622312456E+06
0.204000000000081E-06 0.307960000000121E+03  0.454279619868686E+05  0.185380719670735E+06
0.206000000000083E-06 0.310940000000124E+03  0.443211952663074E+05  0.182905617398035E+06
0.208000000000086E-06 0.313920000000128E+03  0.496637544514625E+05  0.175261389210043E+06
0.210000000000088E-06 0.316900000000131E+03  0.492460550244881E+05  0.174755711977309E+06
0.212000000000090E-06 0.319880000000134E+03  0.529730037379139E+05  0.158734914663975E+06
0.214000000000092E-06 0.322860000000138E+03  0.638749368592414E+05  0.161656611482067E+06
0.216000000000095E-06 0.325840000000141E+03  0.643637007275819E+05  0.159809004286430E+06
0.218000000000097E-06 0.328820000000144E+03  0.723489034303014E+05  0.156302384043303E+06
0.220000000000099E-06 0.331800000000148E+03  0.676820310866593E+05  0.154250363587145E+06
0.222000000000101E-06 0.334780000000151E+03  0.750035722373998E+05  0.143116683660745E+06
0.224000000000104E-06 0.337760000000155E+03  0.776683118788705E+05  0.147370274915005E+06
0.226000000000106E-06 0.340740000000158E+03  0.675018237975771E+05  0.137335981386279E+06
0.228000000000108E-06 0.343720000000161E+03  0.750934705512917E+05  0.129443168699798E+06
0.230000000000111E-06 0.346700000000165E+03  0.741629481878479E+05  0.119502825241591E+06
0.232000000000113E-06 0.349680000000168E+03  0.701805392373400E+05  0.113726270984518E+06
0.234000000000115E-06 0.352660000000171E+03  0.667671743917371E+05  0.119113006574889E+06
0.236000000000117E-06 0.355640000000175E+03  0.681768298367675E+05  0.112018733200079E+06
0.238000000000120E-06 0.358620000000178E+03  0.736229735489546E+05  0.106499332409239E+06
0.240000000000122E-06 0.361600000000182E+03  0.655269586661867E+05  0.104495805668466E+06
0.242000000000124E-06 0.364580000000185E+03  0.572993990056182E+05  0.942461239626278E+05
0.244000000000126E-06 0.367560000000188E+03  0.582141448444934E+05  0.101969469867857E+06
0.246000000000129E-06 0.370540000000192E+03  0.605677542704691E+05  0.102688216933283E+06
0.248000000000131E-06 0.373520000000195E+03  0.660290831961006E+05  0.883478023685506E+05
0.250000000000133E-06 0.376500000000198E+03  0.722323909189101E+05  0.926286254047943E+05
0.252000000000136E-06 0.379480000000202E+03  0.671112816952047E+05  0.924653498094434E+05
0.254000000000138E-06 0.382460000000205E+03  0.630363219878257E+05  0.834827312472459E+05
0.256000000000140E-06 0.385440000000209E+03  0.665643330686394E+05  0.824364166967450E+05
0.258000000000142E-06 0.388420000000212E+03  0.623393088758047E+05  0.822926977787883E+05
0.260000000000145E-06 0.391400000000215E+03  0.623209977705915E+05  0.798805068410390E+05
0.262000000000147E-06 0.394380000000219E+03  0.623706946864992E+05  0.733681127189180E+05
0.264000000000149E-06 0.397360000000222E+03  0.755423348447298E+05  0.739648208588292E+05
0.266000000000151E-06 0.400340000000226E+03  0.674387405206725E+05  0.776158715425443E+05
0.268000000000154E-06 0.403320000000229E+03  0.637063483849248E+05  0.768423875921289E+05
0.270000000000156E-06 0.406300000000232E+03  0.632983470368531E+05  0.683605147738031E+05
0.272000000000158E-06 0.409280000000236E+03  0.592532450525279E+05  0.612110330922470E+05
0.274000000000160E-06 0.412260000000239E+03  0.576950118014131E+05  0.540477183994099E+05
0.276000000000163E-06 0.415240000000243E+03  0.576269514973668E+05  0.562920667159060E+05
0.278000000000165E-06 0.418220000000246E+03  0.628883353299544E+05  0.609252159953026E+05
0.280000000000167E-06 0.421200000000249E+03  0.596235304873452E+05  0.578965713414356E+05
0.282000000000170E-06 0.424180000000253E+03  0.580556159382592E+05  0.576164108131552E+05
0.284000000000172E-06 0.427160000000256E+03  0.579425690435549E+05  0.520795922929036E+05
0.286000000000174E-06 0.430140000000259E+03  0.534423565474274E+05  0.630495241994672E+05
0.288000000000176E-06 0.433120000000263E+03  0.564307689463071E+05  0.479019723024180E+05
0.290000000000179E-06 0.436100000000266E+03  0.605554751058012E+05  0.449518275773884E+05
0.292000000000181E-06 0.439080000000269E+03  0.541943773204714E+05  0.515070812095081E+05
0.294000000000183E-06 0.442060000000273E+03  0.448069131355593E+05  0.409839967209926E+05
0.296000000000185E-06 0.445040000000276E+03  0.475813010629680E+05  0.448484932101915E+05
0.298000000000188E-06 0.448020000000280E+03  0.511697571398108E+05  0.416055969075520E+05
0.300000000000190E-06 0.451000000000283E+03  0.542827562047755E+05  0.501626858320223E+05
0.302000000000192E-06 0.453980000000286E+03  0.438427057544334E+05  0.414512462145671E+05
0.304000000000194E-06 0.456960000000290E+03  0.434520398633852E+05  0.347728284776071E+05
0.306000000000197E-06 0.459940000000293E+03  0.459281431173083E+05  0.399408735045141E+05
0.308000000000199E-06 0.462920000000297E+03  0.533919471575698E+05  0.416279184026703E+05
0.310000000000201E-06 0.465900000000300E+03  0.623640642933328E+05  0.380520339294937E+05
0.312000000000204E-06 0.468880000000303E+03  0.533604008109174E+05  0.376195281495382E+05
0.314000000000206E-06 0.471860000000307E+03  0.613195465363054E+05  0.391309127585934E+05
0.316000000000208E-06 0.474840000000310E+03  0.575352869759503E+05  0.357277694921285E+05
0.318000000000210E-06 0.477820000000313E+03  0.558193836322291E+05  0.396350355493606E+05
0.320000000000213E-06 0.480800000000317E+03  0.654811910866971E+05  0.472051050306139E+05
0.322000000000215E-06 0.483780000000320E+03  0.581341258644629E+05  0.495316320764690E+05
0.324000000000217E-06 0.486760000000324E+03  0.375663582069117E+05  0.544496188864610E+05
0.326000000000219E-06 0.489740000000327E+03  0.315330996364840E+05  0.606242218175340E+05
0.328000000000222E-06 0.492720000000330E+03  0.326696998942553E+05  0.617036497192455E+05
0.330000000000224E-06 0.495700000000334E+03  0.456828550004406E+05  0.533223858574410E+05
0.332000000000226E-06 0.498680000000337E+03  0.376959969377469E+05  0.476385180705162E+05
0.334000000000228E-06 0.501660000000340E+03  0.493312304611198E+05  0.436566550638997E+05
0.336000000000231E-06 0.504640000000344E+03  0.387280010843929E+05  0.507074538640287E+05
0.338000000000233E-06 0.507620000000347E+03  0.382543257075521E+05  0.457091592367158E+05
0.340000000000235E-06 0.510600000000351E+03  0.480523612303008E+05  0.472930659622851E+05
0.342000000000238E-06 0.513580000000354E+03  0.527524122348554E+05  0.457412268596055E+05
0.344000000000240E-06 0.516560000000357E+03  0.408335120671561E+05  0.486991058586220E+05
0.346000000000242E-06 0.519540000000361E+03  0.403412443220001E+05  0.410042624417211E+05
0.348000000000244E-06 0.522520000000364E+03  0.444496589050992E+05  0.434894383757365E+05
0.350000000000247E-06 0.525500000000368E+03  0.525019416329594E+05  0.462504553869963E+05
0.352000000000249E-06 0.528480000000371E+03  0.480749375044410E+05  0.348572976693737E+05
0.354000000000251E-06 0.531460000000374E+03  0.468541063050048E+05  0.341814428758883E+05
0.356000000000253E-06 0.534440000000378E+03  0.441872797145793E+05  0.237901717742714E+05
0.358000000000256E-06 0.537420000000381E+03  0.554493775892737E+05  0.344009459767871E+05
0.360000000000258E-06 0.540400000000384E+03  0.387439241842609E+05  0.317431721108513E+05
0.362000000000260E-06 0.543380000000388E+03  0.378220531087709E+05  0.431930774226653E+05
0.364000000000263E-06 0.546360000000391E+03  0.428110945246394E+05  0.381226670875546E+05
0.366000000000265E-06 0.549340000000395E+03  0.521435290133579E+05  0.483437101966742E+05
0.368000000000267E-06 0.552320000000398E+03  0.428660255920484E+05  0.536359280447375E+05
0.370000000000269E-06 0.555300000000401E+03  0.433105319104781E+05  0.470096250302084E+05
0.372000000000272E-06 0.558280000000405E+03  0.366533706204768E+05  0.542798608203918E+05
0.374000000000274E-06 0.561260000000408E+03  0.465037201363399E+05  0.499048327801548E+05
0.376000000000276E-06 0.564240000000411E+03  0.338790350986887E+05  0.498506745617538E+05
0.378000000000278E-06 0.567220000000415E+03  0.286908734985083E+05  0.355277066648966E+05
0.380000000000281E-06 0.570200000000418E+03  0.374089691833079E+05  0.478306086864570E+05
0.382000000000283E-06 0.573180000000422E+03  0.439910364957895E+05  0.384974012435811E+05
0.384000000000285E-06 0.576160000000425E+03  0.263312348919554E+05  0.395412253049847E+05
0.386000000000287E-06 0.579140000000428E+03  0.233694985243013E+05  0.425035306969832E+05
0.388000000000290E-06 0.582120000000432E+03  0.216571273288701E+05  0.428009430397282E+05
0.390000000000292E-06 0.585100000000435E+03  0.268626255134083E+05  0.430406019273418E+05
0.392000000000294E-06 0.588080000000439E+03  0.366090470076604E+05  0.399219058529270E+05
0.394000000000297E-06 0.591060000000442E+03  0.322988249172331E+05  0.250600154150236E+05
0.396000000000299E-06 0.594040000000445E+03  0.335471200595311E+05  0.222018169170035E+05
0.398000000000301E-06 0.597020000000449E+03  0.243364630931073E+05  0.186242734040057E+05
0.400000000000303E-06 0.600000000000452E+03  0.358813126895822E+05  0.243383526399849E+05
