#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.799999999999924E-07 0.123199999999989E+03  0.214305589982783E+04  0.284298917390426E+06
0.819999999999920E-07 0.126179999999988E+03  0.254670475328678E+04  0.278944252488270E+06
0.839999999999916E-07 0.129159999999987E+03  0.388203525419300E+04  0.282448717708758E+06
0.859999999999912E-07 0.132139999999987E+03  0.709746629933998E+03  0.286024009939093E+06
0.879999999999908E-07 0.135119999999986E+03  0.959750159591970E+04  0.285086806192873E+06
0.899999999999905E-07 0.138099999999986E+03  0.180064421253269E+04  0.284252897979589E+06
0.919999999999901E-07 0.141079999999985E+03  0.117702161326932E+04  0.280376234249196E+06
0.939999999999897E-07 0.144059999999985E+03 -0.105437716603591E+04  0.280745630967490E+06
0.959999999999893E-07 0.147039999999984E+03  0.206248565079343E+04  0.284659151729934E+06
0.979999999999889E-07 0.150019999999984E+03  0.478445319574561E+03  0.283116364260220E+06
0.999999999999886E-07 0.152999999999983E+03  0.517888096085795E+04  0.282033070986496E+06
0.101999999999988E-06 0.155979999999982E+03  0.710534875022533E+04  0.284961380366338E+06
0.103999999999988E-06 0.158959999999982E+03  0.616599317192586E+04  0.280536990924200E+06
0.105999999999987E-06 0.161939999999981E+03  0.401373775554636E+04  0.281659896696783E+06
0.107999999999987E-06 0.164919999999981E+03  0.110145843600768E+03  0.278554741841035E+06
0.109999999999987E-06 0.167899999999980E+03  0.396782370558904E+04  0.279107677126275E+06
0.111999999999986E-06 0.170879999999980E+03  0.431313280008781E+04  0.280617208478969E+06
0.113999999999986E-06 0.173859999999979E+03  0.210548615551731E+04  0.281196143402902E+06
0.115999999999986E-06 0.176839999999978E+03  0.785252038527326E+04  0.277072822506517E+06
0.117999999999985E-06 0.179819999999978E+03  0.240587528376248E+04  0.278819937216187E+06
0.119999999999986E-06 0.182799999999979E+03  0.422407203213694E+04  0.279461838470472E+06
0.121999999999988E-06 0.185779999999982E+03  0.534772977345696E+04  0.273625059468798E+06
0.123999999999990E-06 0.188759999999986E+03  0.256729739585693E+02  0.277217637820815E+06
0.125999999999993E-06 0.191739999999989E+03  0.525691984217771E+04  0.278390405298481E+06
0.127999999999995E-06 0.194719999999992E+03  0.215178622009571E+04  0.275098490517688E+06
0.129999999999997E-06 0.197699999999996E+03  0.169363600990931E+04  0.273649782514084E+06
0.131999999999999E-06 0.200679999999999E+03  0.749738592975512E+04  0.271096574321213E+06
0.134000000000002E-06 0.203660000000003E+03  0.470321894725405E+03  0.273844907673603E+06
0.136000000000004E-06 0.206640000000006E+03 -0.189394639750755E+04  0.267727833986695E+06
0.138000000000006E-06 0.209620000000009E+03  0.222513181924940E+04  0.272104556608539E+06
0.140000000000009E-06 0.212600000000013E+03  0.412956640477115E+04  0.267488450271260E+06
0.142000000000011E-06 0.215580000000016E+03  0.382826491171133E+04  0.266634356355517E+06
0.144000000000013E-06 0.218560000000019E+03  0.792487366932134E+04  0.267150214501380E+06
0.146000000000015E-06 0.221540000000023E+03  0.565851377710480E+04  0.263358586801630E+06
0.148000000000018E-06 0.224520000000026E+03  0.603267776754300E+04  0.265873313812793E+06
0.150000000000020E-06 0.227500000000030E+03  0.518869306617509E+04  0.265210069348865E+06
0.152000000000022E-06 0.230480000000033E+03  0.450589330866718E+04  0.260423912168910E+06
0.154000000000024E-06 0.233460000000036E+03  0.466973020112435E+04  0.255946395659054E+06
0.156000000000027E-06 0.236440000000040E+03  0.457320418193946E+04  0.259998187219271E+06
0.158000000000029E-06 0.239420000000043E+03  0.907040010388266E+04  0.253945763209548E+06
0.160000000000031E-06 0.242400000000046E+03  0.146868511743793E+04  0.257415299713929E+06
0.162000000000033E-06 0.245380000000050E+03  0.851926392035996E+04  0.252646005314902E+06
0.164000000000036E-06 0.248360000000053E+03  0.353377271886434E+04  0.252037277341457E+06
0.166000000000038E-06 0.251340000000057E+03  0.670831362991805E+04  0.251083464150320E+06
0.168000000000040E-06 0.254320000000060E+03  0.123790001926255E+05  0.248069618172279E+06
0.170000000000043E-06 0.257300000000063E+03  0.198572878274527E+05  0.244931509672633E+06
0.172000000000045E-06 0.260280000000067E+03  0.181183494228580E+05  0.247627101656992E+06
0.174000000000047E-06 0.263260000000070E+03  0.269624073054511E+05  0.243435993666849E+06
0.176000000000049E-06 0.266240000000074E+03  0.177897870291755E+05  0.238227500641644E+06
0.178000000000052E-06 0.269220000000077E+03  0.192539893598475E+05  0.231077503679457E+06
0.180000000000054E-06 0.272200000000080E+03  0.190528170894814E+05  0.231303802604298E+06
0.182000000000056E-06 0.275180000000084E+03  0.264143397152180E+05  0.226292574391341E+06
0.184000000000058E-06 0.278160000000087E+03  0.257453945278793E+05  0.221787794737762E+06
0.186000000000061E-06 0.281140000000090E+03  0.278024467508902E+05  0.220715651552970E+06
0.188000000000063E-06 0.284120000000094E+03  0.290323646084021E+05  0.216013412816305E+06
0.190000000000065E-06 0.287100000000097E+03  0.280250287038915E+05  0.205085522003385E+06
0.192000000000067E-06 0.290080000000101E+03  0.314578061405197E+05  0.207159411512244E+06
0.194000000000070E-06 0.293060000000104E+03  0.366499300535964E+05  0.194347324215515E+06
0.196000000000072E-06 0.296040000000107E+03  0.415320484397186E+05  0.188952131462386E+06
0.198000000000074E-06 0.299020000000111E+03  0.352488720760710E+05  0.182893002201886E+06
0.200000000000077E-06 0.302000000000114E+03  0.405831442128863E+05  0.174992962367978E+06
0.202000000000079E-06 0.304980000000117E+03  0.411058646504462E+05  0.179530751528808E+06
0.204000000000081E-06 0.307960000000121E+03  0.374724920784984E+05  0.170295676276923E+06
0.206000000000083E-06 0.310940000000124E+03  0.357017800079079E+05  0.166019133446336E+06
0.208000000000086E-06 0.313920000000128E+03  0.427612332592284E+05  0.165696036127583E+06
0.210000000000088E-06 0.316900000000131E+03  0.444567446609739E+05  0.159284204912443E+06
0.212000000000090E-06 0.319880000000134E+03  0.468008919749771E+05  0.149746012996322E+06
0.214000000000092E-06 0.322860000000138E+03  0.447719714659519E+05  0.140433962380657E+06
0.216000000000095E-06 0.325840000000141E+03  0.511940433038802E+05  0.136499035590540E+06
0.218000000000097E-06 0.328820000000144E+03  0.528663838569229E+05  0.129581352900850E+06
0.220000000000099E-06 0.331800000000148E+03  0.416486197067703E+05  0.124897626813209E+06
0.222000000000101E-06 0.334780000000151E+03  0.579914175035005E+05  0.128654009523234E+06
0.224000000000104E-06 0.337760000000155E+03  0.540602472246277E+05  0.122610298544132E+06
0.226000000000106E-06 0.340740000000158E+03  0.602431349699791E+05  0.120228399431540E+06
0.228000000000108E-06 0.343720000000161E+03  0.627158438365901E+05  0.108213953570401E+06
0.230000000000111E-06 0.346700000000165E+03  0.599514659603259E+05  0.111256495757820E+06
0.232000000000113E-06 0.349680000000168E+03  0.677110953438238E+05  0.957238454870430E+05
0.234000000000115E-06 0.352660000000171E+03  0.698228873920462E+05  0.910029605357935E+05
0.236000000000117E-06 0.355640000000175E+03  0.722490995260280E+05  0.925596517180824E+05
0.238000000000120E-06 0.358620000000178E+03  0.686010823701472E+05  0.948482072398688E+05
0.240000000000122E-06 0.361600000000182E+03  0.618436376565269E+05  0.882490813199639E+05
0.242000000000124E-06 0.364580000000185E+03  0.591435718127345E+05  0.880177482578803E+05
0.244000000000126E-06 0.367560000000188E+03  0.572321292067589E+05  0.819745409504793E+05
0.246000000000129E-06 0.370540000000192E+03  0.637663756203965E+05  0.840216478387870E+05
0.248000000000131E-06 0.373520000000195E+03  0.589491460562054E+05  0.800763274102023E+05
0.250000000000133E-06 0.376500000000198E+03  0.595301507813670E+05  0.833574590133857E+05
0.252000000000136E-06 0.379480000000202E+03  0.621756896507027E+05  0.832697617717989E+05
0.254000000000138E-06 0.382460000000205E+03  0.627255599103841E+05  0.807983924443977E+05
0.256000000000140E-06 0.385440000000209E+03  0.620793818306930E+05  0.812683191527635E+05
0.258000000000142E-06 0.388420000000212E+03  0.663635527651913E+05  0.695808600132174E+05
0.260000000000145E-06 0.391400000000215E+03  0.762416775364192E+05  0.681293180600058E+05
0.262000000000147E-06 0.394380000000219E+03  0.634744081288213E+05  0.664939106199317E+05
0.264000000000149E-06 0.397360000000222E+03  0.644563876176545E+05  0.538276659834523E+05
0.266000000000151E-06 0.400340000000226E+03  0.627396193538398E+05  0.612058770582277E+05
0.268000000000154E-06 0.403320000000229E+03  0.618074645155176E+05  0.585494849617677E+05
0.270000000000156E-06 0.406300000000232E+03  0.642701818347449E+05  0.622533777268286E+05
0.272000000000158E-06 0.409280000000236E+03  0.752581840433588E+05  0.629953526192660E+05
0.274000000000160E-06 0.412260000000239E+03  0.674852363161766E+05  0.503078873144232E+05
0.276000000000163E-06 0.415240000000243E+03  0.642342876723127E+05  0.426778102746680E+05
0.278000000000165E-06 0.418220000000246E+03  0.644197369608626E+05  0.467578745142746E+05
0.280000000000167E-06 0.421200000000249E+03  0.641668163928593E+05  0.497588905265807E+05
0.282000000000170E-06 0.424180000000253E+03  0.717103464415013E+05  0.531616813312770E+05
0.284000000000172E-06 0.427160000000256E+03  0.609652026176324E+05  0.599815642260030E+05
0.286000000000174E-06 0.430140000000259E+03  0.634226083294526E+05  0.556186280465672E+05
0.288000000000176E-06 0.433120000000263E+03  0.609343267593210E+05  0.585369922298986E+05
0.290000000000179E-06 0.436100000000266E+03  0.507129613276485E+05  0.544058479495581E+05
0.292000000000181E-06 0.439080000000269E+03  0.515228435779248E+05  0.612404103878734E+05
0.294000000000183E-06 0.442060000000273E+03  0.615911697897184E+05  0.608064738556298E+05
0.296000000000185E-06 0.445040000000276E+03  0.647379374667001E+05  0.614734097030469E+05
0.298000000000188E-06 0.448020000000280E+03  0.580339183846094E+05  0.641573910845612E+05
0.300000000000190E-06 0.451000000000283E+03  0.544301600594559E+05  0.580354174921310E+05
0.302000000000192E-06 0.453980000000286E+03  0.684220181986274E+05  0.575148053389630E+05
0.304000000000194E-06 0.456960000000290E+03  0.701732868196742E+05  0.628426965011477E+05
0.306000000000197E-06 0.459940000000293E+03  0.582129681304150E+05  0.582476957741444E+05
0.308000000000199E-06 0.462920000000297E+03  0.683536917111310E+05  0.469568944891279E+05
0.310000000000201E-06 0.465900000000300E+03  0.648415621498557E+05  0.476052901256360E+05
0.312000000000204E-06 0.468880000000303E+03  0.512012644161586E+05  0.628002664940893E+05
0.314000000000206E-06 0.471860000000307E+03  0.533126139347086E+05  0.511802930515387E+05
0.316000000000208E-06 0.474840000000310E+03  0.504272464406935E+05  0.463119029856812E+05
0.318000000000210E-06 0.477820000000313E+03  0.430052535777155E+05  0.322464593616242E+05
0.320000000000213E-06 0.480800000000317E+03  0.405438139270483E+05  0.526192554183612E+05
0.322000000000215E-06 0.483780000000320E+03  0.396806703613692E+05  0.482464560701162E+05
0.324000000000217E-06 0.486760000000324E+03  0.378611488220371E+05  0.443333719813735E+05
0.326000000000219E-06 0.489740000000327E+03  0.467340089422372E+05  0.406443595065834E+05
0.328000000000222E-06 0.492720000000330E+03  0.447752229160044E+05  0.410586106502529E+05
0.330000000000224E-06 0.495700000000334E+03  0.447141755220791E+05  0.335171959600470E+05
0.332000000000226E-06 0.498680000000337E+03  0.485167370205384E+05  0.381083477825944E+05
0.334000000000228E-06 0.501660000000340E+03  0.473566569521188E+05  0.393188370840649E+05
0.336000000000231E-06 0.504640000000344E+03  0.373086029371211E+05  0.355625194447358E+05
0.338000000000233E-06 0.507620000000347E+03  0.346082447865690E+05  0.454505558756429E+05
0.340000000000235E-06 0.510600000000351E+03  0.312543040235666E+05  0.502972583796664E+05
0.342000000000238E-06 0.513580000000354E+03  0.293424768366087E+05  0.527151886252986E+05
0.344000000000240E-06 0.516560000000357E+03  0.379349353396436E+05  0.555922186857190E+05
0.346000000000242E-06 0.519540000000361E+03  0.337703614453379E+05  0.639604094721112E+05
0.348000000000244E-06 0.522520000000364E+03  0.479355894452222E+05  0.387605631805336E+05
0.350000000000247E-06 0.525500000000368E+03  0.406897995337514E+05  0.488004338061543E+05
0.352000000000249E-06 0.528480000000371E+03  0.410170892261899E+05  0.229161529895789E+05
0.354000000000251E-06 0.531460000000374E+03  0.390000290292675E+05  0.340808818343024E+05
0.356000000000253E-06 0.534440000000378E+03  0.387474334914203E+05  0.480229355802702E+05
0.358000000000256E-06 0.537420000000381E+03  0.326960325619964E+05  0.385509719742156E+05
0.360000000000258E-06 0.540400000000384E+03  0.234866647576231E+05  0.338403387718757E+05
0.362000000000260E-06 0.543380000000388E+03  0.268505361917785E+05  0.485403780344682E+05
0.364000000000263E-06 0.546360000000391E+03  0.330598376094641E+05  0.287175657212842E+05
0.366000000000265E-06 0.549340000000395E+03  0.271483041651451E+05  0.295298735361393E+05
0.368000000000267E-06 0.552320000000398E+03  0.193301984190540E+05  0.376200776364721E+05
0.370000000000269E-06 0.555300000000401E+03  0.187762234915526E+05  0.379544095898095E+05
0.372000000000272E-06 0.558280000000405E+03  0.349576579863559E+05  0.391757250718520E+05
0.374000000000274E-06 0.561260000000408E+03  0.265516149494628E+05  0.354128354908991E+05
0.376000000000276E-06 0.564240000000411E+03  0.353642868928248E+05  0.373303607044763E+05
0.378000000000278E-06 0.567220000000415E+03  0.359579639079452E+05  0.376332667557469E+05
0.380000000000281E-06 0.570200000000418E+03  0.346029859549326E+05  0.384739719654843E+05
0.382000000000283E-06 0.573180000000422E+03  0.497575275629540E+05  0.335818304018069E+05
0.384000000000285E-06 0.576160000000425E+03  0.494565361516195E+05  0.445526786084400E+05
0.386000000000287E-06 0.579140000000428E+03  0.530733226616322E+05  0.442168859832242E+05
0.388000000000290E-06 0.582120000000432E+03  0.529201500707452E+05  0.447986059154992E+05
0.390000000000292E-06 0.585100000000435E+03  0.628834761611796E+05  0.432222488834336E+05
0.392000000000294E-06 0.588080000000439E+03  0.465428554437076E+05  0.400701765384077E+05
0.394000000000297E-06 0.591060000000442E+03  0.400724834236494E+05  0.379378120538482E+05
0.396000000000299E-06 0.594040000000445E+03  0.387520798301661E+05  0.496024538667974E+05
0.398000000000301E-06 0.597020000000449E+03  0.473507496830513E+05  0.366500089503664E+05
0.400000000000303E-06 0.600000000000452E+03  0.365186690899337E+05  0.370422155141831E+05
