#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.149087378144444e-01  6.026289289864147e-01  7.332604317681408e-01  3.845865676815354e-01 -6.069799263195625e-01 -6.954628250338288e-01 -5.490565605192812e-02  5.322992849839374e-01  8.447738396394010e-01 -5.490565605192812e-02  5.322992849839374e-01  8.447738396394010e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.797994125333226e-01 -4.752800341667861e-01 -7.866563953779937e-03 -8.052381215388301e-01 -1.950948762172203e-01 -5.599371008375884e-01 -3.044006025549036e-01  1.116235309649761e-01  9.459812157221319e-01 -3.044006025549036e-01  1.116235309649761e-01  9.459812157221319e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.404413964115793e-01 -1.705397806611897e-01 -5.143680029023850e-01 -3.218767095215876e-01  5.102344826746856e-01  7.975312887638023e-01  1.972683784655032e-02  7.892074873572461e-01  6.138097374332198e-01  1.972683784655032e-02  7.892074873572461e-01  6.138097374332198e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.410581702771828e-01  6.614341228069628e-01 -6.066074444138707e-01  7.001574076325767e-01  1.806534035959502e-01  6.907560729421266e-01 -4.469885164677126e-01 -6.003015994465760e-01  6.632037815391857e-01 -4.469885164677126e-01 -6.003015994465760e-01  6.632037815391857e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.832379001181848e-01  2.805513859519146e-02  1.801558796420115e-01  1.047008703976946e-01  9.692660570123338e-03 -9.944565249768527e-01 -9.503624041274501e-01 -2.093825956804309e-01  2.301526220733065e-01 -9.503624041274501e-01 -2.093825956804309e-01  2.301526220733065e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.069933431753333e-01 -6.984375953973735e-01 -7.076279741867899e-01  1.088282117596955e-01 -9.618813912532695e-02 -9.893959077218754e-01  9.244794746086682e-01 -3.232097058175084e-01 -2.021711826463913e-01  9.244794746086682e-01 -3.232097058175084e-01 -2.021711826463913e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.269654048914042e-01 -1.254243835171630e-02 -3.749370952235966e-01  6.848460240497550e-01 -6.878319908783198e-01  2.405682349513530e-01 -4.494677309885318e-01 -8.932489567228851e-01 -9.222803993263308e-03 -4.494677309885318e-01 -8.932489567228851e-01 -9.222803993263308e-03
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  9.051396916934420e-01  3.372736955880596e-01 -2.587829066717384e-01  5.605808390723159e-01 -8.228913542795250e-01  9.273047997820141e-02 -7.754665988910963e-01 -3.722691532263239e-02  6.302901798218318e-01 -7.754665988910963e-01 -3.722691532263239e-02  6.302901798218318e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  6.516656066302824e-01 -4.703147794449696e-01 -5.950932241009098e-01  9.951251122056093e-02 -4.917612924715571e-01 -8.650249079288304e-01 -4.136529494098314e-02 -6.286665401521350e-01 -7.765740748103748e-01 -4.136529494098314e-02 -6.286665401521350e-01 -7.765740748103748e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.423999239093567e-01 -9.297886118527788e-01 -3.394339389918046e-01 -9.720256896099458e-01  2.453191883755182e-02  2.335899049540818e-01  7.035315825855910e-01  2.458096375730772e-01  6.667990209806895e-01  7.035315825855910e-01  2.458096375730772e-01  6.667990209806895e-01
