#  MCS        H  M-mean   M-sdt Γθ-mean  Γθ-std δθ-mean  δθ-std
     0   1.0000  0.9430  0.0013  0.0996  0.0026  1.2976  0.0366
   100   0.9999  0.9429  0.0013  0.0993  0.0025  1.3036  0.0394
   201   0.9995  0.9429  0.0014  0.0999  0.0023  1.3033  0.0332
   301   0.9989  0.9428  0.0012  0.0998  0.0023  1.3004  0.0365
   402   0.9980  0.9427  0.0012  0.0998  0.0022  1.3037  0.0347
   502   0.9969  0.9426  0.0014  0.0998  0.0023  1.2999  0.0382
   603   0.9955  0.9425  0.0014  0.0995  0.0026  1.3027  0.0388
   703   0.9939  0.9424  0.0013  0.0999  0.0023  1.3002  0.0409
   804   0.9920  0.9420  0.0014  0.1001  0.0022  1.2996  0.0362
   904   0.9899  0.9419  0.0014  0.0995  0.0026  1.3035  0.0403
  1005   0.9876  0.9415  0.0013  0.0996  0.0024  1.3044  0.0339
  1105   0.9850  0.9413  0.0014  0.1000  0.0023  1.2995  0.0336
  1206   0.9821  0.9410  0.0014  0.0999  0.0025  1.2997  0.0393
  1306   0.9790  0.9407  0.0014  0.0996  0.0022  1.3086  0.0353
  1407   0.9757  0.9403  0.0014  0.1002  0.0024  1.3037  0.0386
  1507   0.9721  0.9399  0.0014  0.0997  0.0026  1.3093  0.0390
  1608   0.9683  0.9393  0.0015  0.0999  0.0024  1.3118  0.0383
  1708   0.9642  0.9390  0.0015  0.0998  0.0021  1.3148  0.0351
  1809   0.9599  0.9385  0.0014  0.1001  0.0023  1.3085  0.0315
  1909   0.9554  0.9378  0.0015  0.0995  0.0024  1.3231  0.0361
  2010   0.9506  0.9373  0.0016  0.0994  0.0022  1.3215  0.0354
  2110   0.9455  0.9368  0.0016  0.0999  0.0021  1.3199  0.0346
  2211   0.9403  0.9361  0.0016  0.0997  0.0024  1.3219  0.0369
  2311   0.9348  0.9354  0.0015  0.0997  0.0022  1.3240  0.0348
  2412   0.9291  0.9347  0.0014  0.1000  0.0023  1.3198  0.0350
  2512   0.9231  0.9338  0.0016  0.0998  0.0021  1.3234  0.0330
  2613   0.9169  0.9331  0.0015  0.0994  0.0023  1.3315  0.0355
  2713   0.9105  0.9321  0.0017  0.0996  0.0022  1.3365  0.0336
  2814   0.9039  0.9312  0.0016  0.0997  0.0024  1.3308  0.0352
  2914   0.8970  0.9302  0.0017  0.0998  0.0024  1.3350  0.0374
  3015   0.8899  0.9293  0.0015  0.0995  0.0023  1.3413  0.0388
  3115   0.8826  0.9281  0.0017  0.0999  0.0025  1.3389  0.0360
  3216   0.8751  0.9269  0.0018  0.0999  0.0025  1.3435  0.0365
  3316   0.8673  0.9257  0.0017  0.0997  0.0024  1.3425  0.0356
  3417   0.8594  0.9245  0.0018  0.0996  0.0024  1.3485  0.0369
  3517   0.8512  0.9234  0.0018  0.0998  0.0023  1.3509  0.0375
  3618   0.8428  0.9218  0.0019  0.0994  0.0025  1.3565  0.0424
  3718   0.8342  0.9205  0.0018  0.0993  0.0025  1.3624  0.0427
  3819   0.8254  0.9188  0.0019  0.0993  0.0024  1.3627  0.0386
  3919   0.8164  0.9172  0.0019  0.1003  0.0023  1.3514  0.0328
  4020   0.8072  0.9154  0.0020  0.0995  0.0025  1.3614  0.0364
  4120   0.7977  0.9138  0.0020  0.0996  0.0023  1.3639  0.0370
  4221   0.7881  0.9119  0.0019  0.1000  0.0025  1.3613  0.0373
  4321   0.7783  0.9099  0.0022  0.0997  0.0022  1.3674  0.0370
  4422   0.7683  0.9078  0.0022  0.0995  0.0021  1.3680  0.0382
  4522   0.7581  0.9058  0.0023  0.0998  0.0027  1.3710  0.0422
  4623   0.7477  0.9037  0.0023  0.1000  0.0025  1.3672  0.0410
  4723   0.7371  0.9013  0.0024  0.0999  0.0025  1.3673  0.0408
  4824   0.7264  0.8991  0.0024  0.1000  0.0022  1.3707  0.0364
  4924   0.7154  0.8964  0.0025  0.0994  0.0025  1.3781  0.0420
  5025   0.7043  0.8940  0.0025  0.0998  0.0024  1.3726  0.0372
  5125   0.6930  0.8913  0.0028  0.0997  0.0024  1.3743  0.0374
  5226   0.6815  0.8885  0.0029  0.0999  0.0024  1.3767  0.0382
  5326   0.6699  0.8857  0.0027  0.0998  0.0025  1.3723  0.0415
  5427   0.6581  0.8826  0.0029  0.1001  0.0026  1.3794  0.0440
  5527   0.6461  0.8797  0.0028  0.1003  0.0023  1.3739  0.0362
  5628   0.6340  0.8767  0.0031  0.0997  0.0023  1.3827  0.0393
  5728   0.6217  0.8734  0.0031  0.0998  0.0021  1.3854  0.0343
