#  MCS        H  M-mean   M-sdt Γθ-mean  Γθ-std δθ-mean  δθ-std
     0   1.0000  0.8293  0.0023  0.5033  0.0024  1.1375  0.0117
   100   0.9999  0.8293  0.0026  0.5037  0.0021  1.1378  0.0111
   201   0.9995  0.8290  0.0023  0.5034  0.0024  1.1391  0.0129
   301   0.9989  0.8291  0.0025  0.5037  0.0025  1.1383  0.0122
   402   0.9980  0.8287  0.0026  0.5034  0.0023  1.1371  0.0120
   502   0.9969  0.8288  0.0024  0.5040  0.0025  1.1376  0.0108
   603   0.9955  0.8286  0.0023  0.5036  0.0024  1.1388  0.0130
   703   0.9939  0.8284  0.0028  0.5039  0.0026  1.1387  0.0122
   804   0.9920  0.8280  0.0024  0.5033  0.0023  1.1433  0.0123
   904   0.9899  0.8277  0.0028  0.5036  0.0025  1.1423  0.0121
  1005   0.9876  0.8273  0.0025  0.5039  0.0025  1.1438  0.0133
  1105   0.9850  0.8266  0.0025  0.5035  0.0025  1.1444  0.0127
  1206   0.9821  0.8266  0.0026  0.5035  0.0025  1.1467  0.0130
  1306   0.9790  0.8260  0.0025  0.5031  0.0022  1.1486  0.0120
  1407   0.9757  0.8255  0.0025  0.5039  0.0025  1.1486  0.0115
  1507   0.9721  0.8243  0.0025  0.5033  0.0025  1.1542  0.0131
  1608   0.9683  0.8239  0.0025  0.5032  0.0024  1.1546  0.0126
  1708   0.9642  0.8233  0.0026  0.5034  0.0023  1.1563  0.0117
  1809   0.9599  0.8228  0.0023  0.5035  0.0022  1.1586  0.0118
  1909   0.9554  0.8220  0.0027  0.5040  0.0025  1.1588  0.0126
  2010   0.9506  0.8213  0.0022  0.5031  0.0026  1.1644  0.0130
  2110   0.9455  0.8203  0.0024  0.5031  0.0027  1.1671  0.0136
  2211   0.9403  0.8192  0.0028  0.5036  0.0022  1.1676  0.0117
  2311   0.9348  0.8184  0.0028  0.5033  0.0023  1.1737  0.0120
  2412   0.9291  0.8171  0.0026  0.5040  0.0022  1.1722  0.0131
  2512   0.9231  0.8164  0.0026  0.5035  0.0022  1.1780  0.0118
  2613   0.9169  0.8149  0.0028  0.5036  0.0024  1.1805  0.0135
  2713   0.9105  0.8141  0.0027  0.5035  0.0022  1.1843  0.0116
  2814   0.9039  0.8122  0.0026  0.5040  0.0026  1.1876  0.0138
  2914   0.8970  0.8116  0.0026  0.5034  0.0024  1.1920  0.0129
  3015   0.8899  0.8103  0.0025  0.5036  0.0021  1.1942  0.0116
  3115   0.8826  0.8085  0.0029  0.5034  0.0023  1.2011  0.0126
  3216   0.8751  0.8073  0.0026  0.5033  0.0022  1.2051  0.0142
  3316   0.8673  0.8052  0.0026  0.5037  0.0023  1.2075  0.0144
  3417   0.8594  0.8041  0.0029  0.5032  0.0024  1.2145  0.0158
  3517   0.8512  0.8019  0.0030  0.5031  0.0020  1.2198  0.0138
  3618   0.8428  0.8005  0.0029  0.5036  0.0024  1.2218  0.0124
  3718   0.8342  0.7982  0.0029  0.5033  0.0026  1.2288  0.0140
  3819   0.8254  0.7963  0.0029  0.5036  0.0026  1.2340  0.0138
  3919   0.8164  0.7942  0.0029  0.5036  0.0022  1.2401  0.0126
  4020   0.8072  0.7921  0.0033  0.5032  0.0022  1.2469  0.0128
  4120   0.7977  0.7902  0.0032  0.5036  0.0027  1.2515  0.0146
  4221   0.7881  0.7879  0.0035  0.5028  0.0027  1.2608  0.0145
  4321   0.7783  0.7853  0.0030  0.5036  0.0027  1.2655  0.0149
  4422   0.7683  0.7830  0.0036  0.5034  0.0023  1.2691  0.0146
  4522   0.7581  0.7803  0.0035  0.5035  0.0024  1.2757  0.0162
  4623   0.7477  0.7774  0.0033  0.5034  0.0024  1.2854  0.0139
  4723   0.7371  0.7750  0.0033  0.5036  0.0022  1.2918  0.0144
  4824   0.7264  0.7719  0.0036  0.5037  0.0025  1.2987  0.0156
  4924   0.7154  0.7686  0.0034  0.5034  0.0024  1.3095  0.0140
  5025   0.7043  0.7655  0.0038  0.5036  0.0022  1.3165  0.0150
  5125   0.6930  0.7621  0.0037  0.5037  0.0022  1.3282  0.0177
  5226   0.6815  0.7588  0.0035  0.5033  0.0023  1.3360  0.0138
  5326   0.6699  0.7549  0.0034  0.5035  0.0027  1.3449  0.0169
  5427   0.6581  0.7513  0.0037  0.5036  0.0024  1.3540  0.0160
  5527   0.6461  0.7466  0.0038  0.5031  0.0022  1.3681  0.0174
  5628   0.6340  0.7429  0.0039  0.5032  0.0024  1.3775  0.0177
  5728   0.6217  0.7388  0.0040  0.5041  0.0027  1.3841  0.0178
  5829   0.6093  0.7339  0.0038  0.5035  0.0022  1.4001  0.0169
  5929   0.5967  0.7287  0.0045  0.5032  0.0024  1.4123  0.0175
  6030   0.5839  0.7240  0.0040  0.5035  0.0022  1.4235  0.0177
  6130   0.5711  0.7185  0.0045  0.5035  0.0023  1.4376  0.0161
  6231   0.5580  0.7134  0.0045  0.5033  0.0022  1.4533  0.0185
  6331   0.5449  0.7068  0.0045  0.5031  0.0024  1.4689  0.0197
  6432   0.5316  0.7009  0.0044  0.5034  0.0023  1.4818  0.0206
  6532   0.5181  0.6952  0.0050  0.5031  0.0025  1.4989  0.0214
  6633   0.5046  0.6879  0.0052  0.5029  0.0023  1.5180  0.0197
  6733   0.4909  0.6803  0.0052  0.5031  0.0024  1.5348  0.0206
  6834   0.4770  0.6730  0.0048  0.5036  0.0021  1.5525  0.0188
  6934   0.4631  0.6644  0.0048  0.5029  0.0022  1.5781  0.0235
  7035   0.4491  0.6550  0.0055  0.5030  0.0024  1.6007  0.0218
  7135   0.4349  0.6474  0.0052  0.5025  0.0023  1.6241  0.0240
  7236   0.4206  0.6379  0.0054  0.5033  0.0023  1.6442  0.0236
  7336   0.4063  0.6269  0.0058  0.5031  0.0020  1.6790  0.0218
  7437   0.3918  0.6175  0.0059  0.5029  0.0021  1.7029  0.0231
  7537   0.3772  0.6055  0.0054  0.5028  0.0022  1.7316  0.0230
  7638   0.3625  0.5937  0.0063  0.5024  0.0021  1.7673  0.0308
  7738   0.3478  0.5804  0.0063  0.5027  0.0021  1.8036  0.0269
  7839   0.3329  0.5665  0.0065  0.5024  0.0019  1.8526  0.0262
  7939   0.3180  0.5527  0.0064  0.5027  0.0019  1.8937  0.0335
  8040   0.3030  0.5374  0.0070  0.5022  0.0017  1.9438  0.0361
