#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.200000000000000E-08 0.698000000000000E+01 -0.120151832824408E+05  0.298354605024522E+06
0.400000000000002E-08 0.996000000000003E+01 -0.125274736301835E+05  0.297265743421659E+06
0.599999999999997E-08 0.129400000000000E+02 -0.127394130412441E+05  0.296750366751449E+06
0.799999999999992E-08 0.159199999999999E+02 -0.123857235515176E+05  0.295059953414753E+06
0.999999999999988E-08 0.188999999999998E+02 -0.120731919258812E+05  0.296056823718503E+06
0.119999999999998E-07 0.218799999999997E+02 -0.118296291648353E+05  0.295107351221645E+06
0.139999999999998E-07 0.248599999999997E+02 -0.125194017298761E+05  0.295755706636819E+06
0.159999999999999E-07 0.278399999999999E+02 -0.128915127513946E+05  0.296104152113778E+06
0.180000000000002E-07 0.308200000000003E+02 -0.118765830514726E+05  0.294328023185847E+06
0.200000000000005E-07 0.338000000000007E+02 -0.119120379893629E+05  0.296142244555113E+06
0.220000000000008E-07 0.367800000000011E+02 -0.121809885524631E+05  0.293740304967348E+06
0.240000000000010E-07 0.397600000000016E+02 -0.137216088786978E+05  0.294306025707295E+06
0.260000000000013E-07 0.427400000000020E+02 -0.112386279451023E+05  0.293169635527307E+06
0.280000000000016E-07 0.457200000000024E+02 -0.997515725759036E+04  0.292561712489512E+06
0.300000000000018E-07 0.487000000000027E+02 -0.115583470009584E+05  0.293237516267918E+06
0.320000000000014E-07 0.516800000000022E+02 -0.113062246035660E+05  0.295028138443663E+06
0.340000000000011E-07 0.546600000000016E+02 -0.107989084105287E+05  0.293645253782342E+06
0.360000000000007E-07 0.576400000000010E+02 -0.118737295905965E+05  0.291802089524073E+06
0.380000000000003E-07 0.606200000000005E+02 -0.108732734343766E+05  0.291412336975647E+06
0.399999999999999E-07 0.635999999999999E+02 -0.110684586148440E+05  0.294000931792614E+06
0.419999999999995E-07 0.665799999999993E+02 -0.905155679046102E+04  0.291526459249507E+06
0.439999999999992E-07 0.695599999999988E+02 -0.104434700606747E+05  0.294768454218982E+06
0.459999999999988E-07 0.725399999999982E+02 -0.123587171089361E+05  0.292585465724603E+06
0.479999999999984E-07 0.755199999999976E+02 -0.621299518331307E+04  0.290836468596230E+06
0.499999999999980E-07 0.784999999999971E+02 -0.970899602086219E+04  0.290939566071382E+06
0.519999999999977E-07 0.814799999999965E+02 -0.105367354736184E+05  0.290293146762465E+06
0.539999999999973E-07 0.844599999999959E+02 -0.107501564858177E+05  0.288613152014108E+06
0.559999999999969E-07 0.874399999999954E+02 -0.134262609160868E+05  0.288451262845295E+06
0.579999999999965E-07 0.904199999999948E+02 -0.104916945241998E+05  0.289306224497864E+06
0.599999999999961E-07 0.933999999999943E+02 -0.864321003685437E+04  0.290834738843726E+06
0.619999999999958E-07 0.963799999999937E+02 -0.136082463836920E+05  0.290101291676729E+06
0.639999999999954E-07 0.993599999999931E+02 -0.120257103378426E+05  0.289178416864440E+06
0.659999999999950E-07 0.102339999999993E+03 -0.916641286003882E+04  0.290016203805242E+06
0.679999999999946E-07 0.105319999999992E+03 -0.104248643192834E+05  0.288498698680095E+06
0.699999999999942E-07 0.108299999999991E+03 -0.112724117688027E+05  0.291716141362885E+06
0.719999999999939E-07 0.111279999999991E+03 -0.113243009723973E+05  0.289237595708314E+06
0.739999999999935E-07 0.114259999999990E+03 -0.120633818465374E+05  0.290448676097510E+06
0.759999999999931E-07 0.117239999999990E+03 -0.100330189742562E+05  0.290097272735346E+06
0.779999999999927E-07 0.120219999999989E+03 -0.973076400319014E+04  0.285667805869624E+06
0.799999999999924E-07 0.123199999999989E+03 -0.112089914489561E+05  0.285206626276665E+06
0.819999999999920E-07 0.126179999999988E+03 -0.134330257683377E+05  0.287946628924730E+06
0.839999999999916E-07 0.129159999999987E+03 -0.102604230342489E+05  0.286510807753044E+06
0.859999999999912E-07 0.132139999999987E+03 -0.100984699028526E+05  0.282343707421692E+06
0.879999999999908E-07 0.135119999999986E+03 -0.772130918448704E+04  0.286000950192308E+06
0.899999999999905E-07 0.138099999999986E+03 -0.134186329593360E+05  0.286062867549384E+06
0.919999999999901E-07 0.141079999999985E+03 -0.112255417098231E+05  0.286825601928155E+06
0.939999999999897E-07 0.144059999999985E+03 -0.841889790616977E+04  0.284159464371792E+06
0.959999999999893E-07 0.147039999999984E+03 -0.928424356314124E+04  0.284671935313550E+06
0.979999999999889E-07 0.150019999999984E+03 -0.122751906545960E+05  0.284573321667820E+06
0.999999999999886E-07 0.152999999999983E+03 -0.933055461632562E+04  0.282822577067213E+06
0.101999999999988E-06 0.155979999999982E+03 -0.117332639178503E+05  0.280392534991277E+06
0.103999999999988E-06 0.158959999999982E+03 -0.116546511354843E+05  0.284041709159810E+06
0.105999999999987E-06 0.161939999999981E+03 -0.988448906123501E+04  0.280131515299725E+06
0.107999999999987E-06 0.164919999999981E+03 -0.108033116085646E+05  0.280862284556087E+06
0.109999999999987E-06 0.167899999999980E+03 -0.117345414339354E+05  0.278133685868739E+06
0.111999999999986E-06 0.170879999999980E+03 -0.791615850997965E+04  0.282268739547463E+06
0.113999999999986E-06 0.173859999999979E+03 -0.113823004442652E+05  0.279700798101775E+06
0.115999999999986E-06 0.176839999999978E+03 -0.763798204786304E+04  0.282148665787458E+06
0.117999999999985E-06 0.179819999999978E+03 -0.818670986716157E+04  0.273682420166731E+06
0.119999999999986E-06 0.182799999999979E+03 -0.810965834513623E+04  0.278598395142911E+06
0.121999999999988E-06 0.185779999999982E+03 -0.608209127942101E+04  0.275175856851992E+06
0.123999999999990E-06 0.188759999999986E+03 -0.945146166389804E+04  0.279102477598878E+06
0.125999999999993E-06 0.191739999999989E+03 -0.910729897291831E+04  0.275758045524112E+06
0.127999999999995E-06 0.194719999999992E+03 -0.607390878704447E+04  0.280656463286058E+06
0.129999999999997E-06 0.197699999999996E+03 -0.572948627456243E+04  0.271029173910875E+06
0.131999999999999E-06 0.200679999999999E+03 -0.322525373334265E+04  0.276929823694625E+06
0.134000000000002E-06 0.203660000000003E+03 -0.612628440119964E+04  0.274420977574618E+06
0.136000000000004E-06 0.206640000000006E+03 -0.534005571581676E+04  0.278087574578638E+06
0.138000000000006E-06 0.209620000000009E+03 -0.825887843854044E+04  0.276090282529412E+06
0.140000000000009E-06 0.212600000000013E+03 -0.101578872089336E+04  0.274018471432300E+06
0.142000000000011E-06 0.215580000000016E+03 -0.168645983221184E+04  0.274120965250165E+06
0.144000000000013E-06 0.218560000000019E+03  0.549905169783497E+04  0.269841152273437E+06
0.146000000000015E-06 0.221540000000023E+03  0.828447696648603E+03  0.270345755917618E+06
0.148000000000018E-06 0.224520000000026E+03 -0.173555107345781E+04  0.265770446422218E+06
0.150000000000020E-06 0.227500000000030E+03 -0.595820038705600E+04  0.261773074108643E+06
0.152000000000022E-06 0.230480000000033E+03  0.468508190507537E+04  0.266127754552581E+06
0.154000000000024E-06 0.233460000000036E+03  0.639368637137339E+04  0.264157577386336E+06
0.156000000000027E-06 0.236440000000040E+03  0.342259392302633E+04  0.259032254071891E+06
0.158000000000029E-06 0.239420000000043E+03  0.500731190325299E+04  0.256734672392020E+06
0.160000000000031E-06 0.242400000000046E+03  0.246369349407335E+04  0.259118533237743E+06
0.162000000000033E-06 0.245380000000050E+03  0.918477835873824E+04  0.252451582197139E+06
0.164000000000036E-06 0.248360000000053E+03  0.142685831210487E+05  0.249191197257280E+06
0.166000000000038E-06 0.251340000000057E+03  0.118120142135438E+05  0.245208178585517E+06
0.168000000000040E-06 0.254320000000060E+03  0.148441262638968E+05  0.248031599313830E+06
0.170000000000043E-06 0.257300000000063E+03  0.161668865940245E+05  0.245062454090927E+06
0.172000000000045E-06 0.260280000000067E+03  0.116942324232116E+05  0.243713761338046E+06
0.174000000000047E-06 0.263260000000070E+03  0.208400604540762E+05  0.241069850685411E+06
0.176000000000049E-06 0.266240000000074E+03  0.212620196210596E+05  0.232898237436007E+06
0.178000000000052E-06 0.269220000000077E+03  0.260869260214529E+05  0.234980371829327E+06
