#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.200000000000000E-08 0.698000000000000E+01 -0.783923760878903E+04  0.295408920699703E+06
0.400000000000002E-08 0.996000000000003E+01 -0.780467844756565E+04  0.296161780694030E+06
0.599999999999997E-08 0.129400000000000E+02 -0.730300380608412E+04  0.293622891631740E+06
0.799999999999992E-08 0.159199999999999E+02 -0.737960939198234E+04  0.293766770886286E+06
0.999999999999988E-08 0.188999999999998E+02 -0.753090144784857E+04  0.295146713141392E+06
0.119999999999998E-07 0.218799999999997E+02 -0.884448968907494E+04  0.294256983961619E+06
0.139999999999998E-07 0.248599999999997E+02 -0.772680194359730E+04  0.292811887756168E+06
0.159999999999999E-07 0.278399999999999E+02 -0.867220015521466E+04  0.295676204946516E+06
0.180000000000002E-07 0.308200000000003E+02 -0.809842090215198E+04  0.292588600232063E+06
0.200000000000005E-07 0.338000000000007E+02 -0.668455308250307E+04  0.293748103712161E+06
0.220000000000008E-07 0.367800000000011E+02 -0.661400992529895E+04  0.290949691016021E+06
0.240000000000010E-07 0.397600000000016E+02 -0.779637009072200E+04  0.293013426063863E+06
0.260000000000013E-07 0.427400000000020E+02 -0.805374914835491E+04  0.294044437850665E+06
0.280000000000016E-07 0.457200000000024E+02 -0.781991079302094E+04  0.291872754938540E+06
0.300000000000018E-07 0.487000000000027E+02 -0.634794411948574E+04  0.292444096610135E+06
0.320000000000014E-07 0.516800000000022E+02 -0.625156851099271E+04  0.291586075482216E+06
0.340000000000011E-07 0.546600000000016E+02 -0.744566230175436E+04  0.292720176267660E+06
0.360000000000007E-07 0.576400000000010E+02 -0.908088414660344E+04  0.291326024649302E+06
0.380000000000003E-07 0.606200000000005E+02 -0.678483332498772E+04  0.292477753919835E+06
0.399999999999999E-07 0.635999999999999E+02 -0.760905251409835E+04  0.291749479099281E+06
0.419999999999995E-07 0.665799999999993E+02 -0.924611353040698E+04  0.289186024646470E+06
0.439999999999992E-07 0.695599999999988E+02 -0.737213868911199E+04  0.292527933704303E+06
0.459999999999988E-07 0.725399999999982E+02 -0.596737077924367E+04  0.288125546892093E+06
0.479999999999984E-07 0.755199999999976E+02 -0.747371421664987E+04  0.291403874241839E+06
0.499999999999980E-07 0.784999999999971E+02 -0.416206332742992E+04  0.290213355365545E+06
0.519999999999977E-07 0.814799999999965E+02 -0.574990936702683E+04  0.289122888321709E+06
0.539999999999973E-07 0.844599999999959E+02 -0.826318444004821E+04  0.290205255713804E+06
0.559999999999969E-07 0.874399999999954E+02 -0.647889845407803E+04  0.288855753917283E+06
0.579999999999965E-07 0.904199999999948E+02 -0.385317304462544E+04  0.286912124370946E+06
0.599999999999961E-07 0.933999999999943E+02 -0.834706857158697E+04  0.287261754385399E+06
0.619999999999958E-07 0.963799999999937E+02 -0.540381033459002E+04  0.289608304258897E+06
0.639999999999954E-07 0.993599999999931E+02 -0.897989572082664E+04  0.289508732322296E+06
0.659999999999950E-07 0.102339999999993E+03 -0.527275871427801E+04  0.287358211529759E+06
0.679999999999946E-07 0.105319999999992E+03 -0.682571829078434E+04  0.285419361188703E+06
0.699999999999942E-07 0.108299999999991E+03 -0.830998693604001E+04  0.282783848497723E+06
0.719999999999939E-07 0.111279999999991E+03 -0.818274897676807E+04  0.286867066558499E+06
0.739999999999935E-07 0.114259999999990E+03 -0.454091931272604E+04  0.287903069609686E+06
0.759999999999931E-07 0.117239999999990E+03 -0.560119253588350E+04  0.287925003739514E+06
