#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.859999999999912E-07 0.132139999999987E+03 -0.490724941295174E+04  0.279141720083219E+06
0.879999999999908E-07 0.135119999999986E+03 -0.311568829350939E+04  0.279178321630670E+06
0.899999999999905E-07 0.138099999999986E+03 -0.478632959587536E+04  0.278594407544515E+06
0.919999999999901E-07 0.141079999999985E+03 -0.157157722514795E+04  0.277758158104116E+06
0.939999999999897E-07 0.144059999999985E+03  0.202792110802288E+04  0.276509164369462E+06
0.959999999999893E-07 0.147039999999984E+03 -0.249530816877716E+04  0.278012421158805E+06
0.979999999999889E-07 0.150019999999984E+03 -0.350321188638097E+04  0.279049851971866E+06
0.999999999999886E-07 0.152999999999983E+03 -0.475947018029270E+04  0.274708709667846E+06
0.101999999999988E-06 0.155979999999982E+03 -0.181081005910866E+04  0.274834204341491E+06
0.103999999999988E-06 0.158959999999982E+03 -0.325102963326067E+04  0.275106261440032E+06
0.105999999999987E-06 0.161939999999981E+03 -0.714940548431246E+04  0.274023380206384E+06
0.107999999999987E-06 0.164919999999981E+03 -0.128352611431930E+04  0.276180208289918E+06
0.109999999999987E-06 0.167899999999980E+03 -0.379569678031488E+04  0.277372760313632E+06
0.111999999999986E-06 0.170879999999980E+03  0.221029644168090E+03  0.274608751312686E+06
0.113999999999986E-06 0.173859999999979E+03 -0.264637420354629E+04  0.275344401020991E+06
0.115999999999986E-06 0.176839999999978E+03 -0.593597845584664E+04  0.277069075207888E+06
0.117999999999985E-06 0.179819999999978E+03 -0.199758186967183E+04  0.277840974245892E+06
0.119999999999986E-06 0.182799999999979E+03 -0.258329557044357E+04  0.278115858268372E+06
0.121999999999988E-06 0.185779999999982E+03  0.973369174912057E+03  0.271551735333590E+06
0.123999999999990E-06 0.188759999999986E+03 -0.254312822288517E+04  0.274931175716802E+06
0.125999999999993E-06 0.191739999999989E+03 -0.199692665050175E+04  0.273649540864427E+06
0.127999999999995E-06 0.194719999999992E+03 -0.312995235965832E+04  0.274150419917313E+06
0.129999999999997E-06 0.197699999999996E+03  0.209058438218657E+04  0.274161517776761E+06
0.131999999999999E-06 0.200679999999999E+03 -0.259594776100006E+04  0.268603521095567E+06
0.134000000000002E-06 0.203660000000003E+03  0.474446132852835E+04  0.270423753961431E+06
0.136000000000004E-06 0.206640000000006E+03  0.147503115462806E+04  0.267950253087684E+06
0.138000000000006E-06 0.209620000000009E+03  0.592175162531105E+04  0.270246075176399E+06
0.140000000000009E-06 0.212600000000013E+03  0.374247282018658E+04  0.270271437938426E+06
0.142000000000011E-06 0.215580000000016E+03  0.122223327740714E+04  0.271702546568070E+06
0.144000000000013E-06 0.218560000000019E+03  0.127711839662894E+04  0.265609456541608E+06
0.146000000000015E-06 0.221540000000023E+03  0.558432673994018E+04  0.267088173488942E+06
0.148000000000018E-06 0.224520000000026E+03  0.361860816358104E+04  0.263051818686751E+06
0.150000000000020E-06 0.227500000000030E+03  0.976748385826678E+04  0.259652164861432E+06
0.152000000000022E-06 0.230480000000033E+03  0.809950511161768E+04  0.260421457889132E+06
0.154000000000024E-06 0.233460000000036E+03  0.116442758922831E+05  0.261074297350321E+06
0.156000000000027E-06 0.236440000000040E+03  0.761168989951687E+04  0.262140210942723E+06
0.158000000000029E-06 0.239420000000043E+03  0.753789875937661E+04  0.258167223578661E+06
0.160000000000031E-06 0.242400000000046E+03  0.106507368525148E+05  0.256307866313284E+06
0.162000000000033E-06 0.245380000000050E+03  0.114648014417735E+05  0.251786132873384E+06
0.164000000000036E-06 0.248360000000053E+03  0.126949082247023E+05  0.246767928872941E+06
0.166000000000038E-06 0.251340000000057E+03  0.144750056092205E+05  0.251732770730453E+06
0.168000000000040E-06 0.254320000000060E+03  0.139966745655817E+05  0.246214253373819E+06
0.170000000000043E-06 0.257300000000063E+03  0.116026280692730E+05  0.240642431770075E+06
0.172000000000045E-06 0.260280000000067E+03  0.231004288606610E+05  0.243740234945948E+06
0.174000000000047E-06 0.263260000000070E+03  0.146664428101706E+05  0.227482810860651E+06
0.176000000000049E-06 0.266240000000074E+03  0.189417828657166E+05  0.237014912247232E+06
0.178000000000052E-06 0.269220000000077E+03  0.148658107149964E+05  0.233953234330022E+06
0.180000000000054E-06 0.272200000000080E+03  0.158317066589586E+05  0.225559460859194E+06
0.182000000000056E-06 0.275180000000084E+03  0.166414729664329E+05  0.220239163906405E+06
0.184000000000058E-06 0.278160000000087E+03  0.268093718507287E+05  0.221675643560070E+06
0.186000000000061E-06 0.281140000000090E+03  0.256937497036945E+05  0.220780827299809E+06
0.188000000000063E-06 0.284120000000094E+03  0.209750635963952E+05  0.212321199957552E+06
0.190000000000065E-06 0.287100000000097E+03  0.208929911695317E+05  0.207008097314084E+06
0.192000000000067E-06 0.290080000000101E+03  0.201405840512895E+05  0.198937315216965E+06
0.194000000000070E-06 0.293060000000104E+03  0.237506910120249E+05  0.195622172486464E+06
0.196000000000072E-06 0.296040000000107E+03  0.176827203126309E+05  0.195669237073132E+06
0.198000000000074E-06 0.299020000000111E+03  0.258582846268033E+05  0.189487969198023E+06
0.200000000000077E-06 0.302000000000114E+03  0.291018284360881E+05  0.191966676863872E+06
0.202000000000079E-06 0.304980000000117E+03  0.297801849791813E+05  0.187256019794008E+06
0.204000000000081E-06 0.307960000000121E+03  0.357993024925449E+05  0.182925292224549E+06
0.206000000000083E-06 0.310940000000124E+03  0.346788845120483E+05  0.179633878151671E+06
0.208000000000086E-06 0.313920000000128E+03  0.322538959509342E+05  0.170091176496667E+06
0.210000000000088E-06 0.316900000000131E+03  0.402388321289040E+05  0.171507427310585E+06
0.212000000000090E-06 0.319880000000134E+03  0.385231760306578E+05  0.164019027665602E+06
0.214000000000092E-06 0.322860000000138E+03  0.428677457068527E+05  0.168924428091243E+06
0.216000000000095E-06 0.325840000000141E+03  0.397079416372933E+05  0.153285851912390E+06
0.218000000000097E-06 0.328820000000144E+03  0.362315746086110E+05  0.160233547320970E+06
0.220000000000099E-06 0.331800000000148E+03  0.531459995332840E+05  0.150734664298766E+06
0.222000000000101E-06 0.334780000000151E+03  0.510730211553674E+05  0.143037440387748E+06
0.224000000000104E-06 0.337760000000155E+03  0.515209616965049E+05  0.140131594907332E+06
0.226000000000106E-06 0.340740000000158E+03  0.509593838095909E+05  0.137252076943206E+06
0.228000000000108E-06 0.343720000000161E+03  0.482395403263987E+05  0.129365177799918E+06
0.230000000000111E-06 0.346700000000165E+03  0.452295218128950E+05  0.134658709301532E+06
0.232000000000113E-06 0.349680000000168E+03  0.454332640163247E+05  0.124520537564095E+06
0.234000000000115E-06 0.352660000000171E+03  0.580435570675896E+05  0.126872116004010E+06
0.236000000000117E-06 0.355640000000175E+03  0.547965123489624E+05  0.121748301552066E+06
0.238000000000120E-06 0.358620000000178E+03  0.535983930724891E+05  0.120670077224971E+06
0.240000000000122E-06 0.361600000000182E+03  0.530350922513946E+05  0.117649890464328E+06
0.242000000000124E-06 0.364580000000185E+03  0.490629550099586E+05  0.110127990261658E+06
0.244000000000126E-06 0.367560000000188E+03  0.438566308537324E+05  0.102101962915416E+06
0.246000000000129E-06 0.370540000000192E+03  0.515906248761507E+05  0.981312340800192E+05
0.248000000000131E-06 0.373520000000195E+03  0.559368331466267E+05  0.992943876770610E+05
0.250000000000133E-06 0.376500000000198E+03  0.644686927501823E+05  0.926869981156031E+05
0.252000000000136E-06 0.379480000000202E+03  0.665851669210707E+05  0.942465416406705E+05
0.254000000000138E-06 0.382460000000205E+03  0.611706034445816E+05  0.947689029557030E+05
0.256000000000140E-06 0.385440000000209E+03  0.717957686901246E+05  0.956131208625789E+05
0.258000000000142E-06 0.388420000000212E+03  0.619178797132333E+05  0.852898669881625E+05
0.260000000000145E-06 0.391400000000215E+03  0.752034726234174E+05  0.840466353783138E+05
0.262000000000147E-06 0.394380000000219E+03  0.874362288000391E+05  0.857259779918602E+05
0.264000000000149E-06 0.397360000000222E+03  0.714314122463649E+05  0.747800734619978E+05
0.266000000000151E-06 0.400340000000226E+03  0.717792723264039E+05  0.690203334614430E+05
0.268000000000154E-06 0.403320000000229E+03  0.633459267132347E+05  0.689110796242832E+05
0.270000000000156E-06 0.406300000000232E+03  0.632726256488694E+05  0.788081085176911E+05
0.272000000000158E-06 0.409280000000236E+03  0.568366349997037E+05  0.615787588118131E+05
0.274000000000160E-06 0.412260000000239E+03  0.600711271233027E+05  0.564848394927411E+05
0.276000000000163E-06 0.415240000000243E+03  0.665633253765057E+05  0.566064220026255E+05
0.278000000000165E-06 0.418220000000246E+03  0.599911514432443E+05  0.494757960098002E+05
0.280000000000167E-06 0.421200000000249E+03  0.634917681156431E+05  0.413294877710139E+05
0.282000000000170E-06 0.424180000000253E+03  0.632319424681701E+05  0.383916042699276E+05
0.284000000000172E-06 0.427160000000256E+03  0.605574617905095E+05  0.434113521079351E+05
0.286000000000174E-06 0.430140000000259E+03  0.675685352990344E+05  0.481336995029387E+05
0.288000000000176E-06 0.433120000000263E+03  0.650986570719428E+05  0.488538239363035E+05
0.290000000000179E-06 0.436100000000266E+03  0.702206671477394E+05  0.467847641887578E+05
0.292000000000181E-06 0.439080000000269E+03  0.484389219015858E+05  0.503088969700690E+05
0.294000000000183E-06 0.442060000000273E+03  0.491312700206948E+05  0.444971315170691E+05
0.296000000000185E-06 0.445040000000276E+03  0.592345836893921E+05  0.469220084478262E+05
0.298000000000188E-06 0.448020000000280E+03  0.587375688034244E+05  0.558407409824378E+05
0.300000000000190E-06 0.451000000000283E+03  0.536710893968341E+05  0.519614582411425E+05
0.302000000000192E-06 0.453980000000286E+03  0.532365004586264E+05  0.551705793581059E+05
0.304000000000194E-06 0.456960000000290E+03  0.579189215476905E+05  0.568975099187537E+05
0.306000000000197E-06 0.459940000000293E+03  0.486915838786635E+05  0.487979313278084E+05
0.308000000000199E-06 0.462920000000297E+03  0.356147784270868E+05  0.517728007766888E+05
0.310000000000201E-06 0.465900000000300E+03  0.462831789713975E+05  0.423388470595268E+05
0.312000000000204E-06 0.468880000000303E+03  0.390839957370271E+05  0.463986134464209E+05
0.314000000000206E-06 0.471860000000307E+03  0.458347826172490E+05  0.602494157625824E+05
0.316000000000208E-06 0.474840000000310E+03  0.406903594415600E+05  0.550628818549714E+05
0.318000000000210E-06 0.477820000000313E+03  0.233387115552758E+05  0.562662162429369E+05
0.320000000000213E-06 0.480800000000317E+03  0.393180170574695E+05  0.548912348774747E+05
0.322000000000215E-06 0.483780000000320E+03  0.419235115770209E+05  0.607061939110274E+05
0.324000000000217E-06 0.486760000000324E+03  0.360412717791086E+05  0.516861255862972E+05
0.326000000000219E-06 0.489740000000327E+03  0.467948091998933E+05  0.487014118497816E+05
0.328000000000222E-06 0.492720000000330E+03  0.497295064090695E+05  0.471764648701018E+05
0.330000000000224E-06 0.495700000000334E+03  0.484903276042470E+05  0.507643705344327E+05
0.332000000000226E-06 0.498680000000337E+03  0.406923959732204E+05  0.322956477770614E+05
0.334000000000228E-06 0.501660000000340E+03  0.467305808645085E+05  0.464009592714383E+05
0.336000000000231E-06 0.504640000000344E+03  0.305881477103442E+05  0.393054630101633E+05
0.338000000000233E-06 0.507620000000347E+03  0.438559156056245E+05  0.478633602166199E+05
0.340000000000235E-06 0.510600000000351E+03  0.372874926985437E+05  0.304320841280460E+05
0.342000000000238E-06 0.513580000000354E+03  0.547773964224714E+05  0.362540574973371E+05
0.344000000000240E-06 0.516560000000357E+03  0.399040426108717E+05  0.470346984600326E+05
0.346000000000242E-06 0.519540000000361E+03  0.371608661703792E+05  0.360817491814974E+05
0.348000000000244E-06 0.522520000000364E+03  0.320554142362526E+05  0.382779376435182E+05
0.350000000000247E-06 0.525500000000368E+03  0.401019006074781E+05  0.412393409274831E+05
0.352000000000249E-06 0.528480000000371E+03  0.397223290189685E+05  0.326035741775234E+05
0.354000000000251E-06 0.531460000000374E+03  0.328251699437044E+05  0.297284727931548E+05
0.356000000000253E-06 0.534440000000378E+03  0.338976876353452E+05  0.321782202817587E+05
0.358000000000256E-06 0.537420000000381E+03  0.324334025290552E+05  0.314686172404815E+05
0.360000000000258E-06 0.540400000000384E+03  0.469835929197190E+05  0.404671010964479E+05
0.362000000000260E-06 0.543380000000388E+03  0.484261636622940E+05  0.313414157694815E+05
0.364000000000263E-06 0.546360000000391E+03  0.662995047779282E+05  0.283330066848842E+05
0.366000000000265E-06 0.549340000000395E+03  0.568424327117944E+05  0.471634018475930E+05
0.368000000000267E-06 0.552320000000398E+03  0.274203893093310E+05  0.557750128916721E+05
0.370000000000269E-06 0.555300000000401E+03  0.468855100458762E+05  0.423797738921654E+05
0.372000000000272E-06 0.558280000000405E+03  0.445367009193966E+05  0.401966464796302E+05
0.374000000000274E-06 0.561260000000408E+03  0.349731904832198E+05  0.389722763836635E+05
0.376000000000276E-06 0.564240000000411E+03  0.383038146764147E+05  0.359936588947550E+05
0.378000000000278E-06 0.567220000000415E+03  0.280570429508694E+05  0.304976768892372E+05
0.380000000000281E-06 0.570200000000418E+03  0.249309660887081E+05  0.351702266926674E+05
0.382000000000283E-06 0.573180000000422E+03  0.225697464901045E+05  0.395788777313988E+05
0.384000000000285E-06 0.576160000000425E+03  0.196895437719567E+05  0.295545605722722E+05
0.386000000000287E-06 0.579140000000428E+03  0.287669455215014E+05  0.380486240827435E+05
0.388000000000290E-06 0.582120000000432E+03  0.476886987885536E+05  0.348575477161786E+05
0.390000000000292E-06 0.585100000000435E+03  0.493789985441274E+05  0.289416390760945E+05
0.392000000000294E-06 0.588080000000439E+03  0.445097868379716E+05  0.323123255645878E+05
0.394000000000297E-06 0.591060000000442E+03  0.398787176189317E+05  0.384343984617443E+05
0.396000000000299E-06 0.594040000000445E+03  0.348400579568300E+05  0.420757949426003E+05
0.398000000000301E-06 0.597020000000449E+03  0.261463120201454E+05  0.351615249033634E+05
0.400000000000303E-06 0.600000000000452E+03  0.193508118800984E+05  0.272576516039455E+05
