#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.699999999999942E-07 0.108299999999991E+03 -0.191684776333276E+04  0.280102491317272E+06
0.719999999999939E-07 0.111279999999991E+03 -0.305432062070847E+04  0.274737275406372E+06
0.739999999999935E-07 0.114259999999990E+03 -0.148315952684144E+03  0.276789637572468E+06
0.759999999999931E-07 0.117239999999990E+03 -0.191846139300029E+04  0.276938933194211E+06
0.779999999999927E-07 0.120219999999989E+03 -0.512799572700399E+04  0.277519924015237E+06
0.799999999999924E-07 0.123199999999989E+03 -0.307868111300886E+04  0.274981123812096E+06
0.819999999999920E-07 0.126179999999988E+03 -0.195011614896648E+04  0.276919742557584E+06
0.839999999999916E-07 0.129159999999987E+03 -0.526534039109704E+04  0.276834805255771E+06
0.859999999999912E-07 0.132139999999987E+03 -0.299104315881928E+04  0.277368723994988E+06
0.879999999999908E-07 0.135119999999986E+03 -0.466810279670491E+04  0.280709568072964E+06
0.899999999999905E-07 0.138099999999986E+03 -0.594247042685492E+04  0.273853988588671E+06
0.919999999999901E-07 0.141079999999985E+03 -0.121693261599469E+04  0.272078383064069E+06
0.939999999999897E-07 0.144059999999985E+03 -0.447478101291896E+04  0.272970223941931E+06
0.959999999999893E-07 0.147039999999984E+03 -0.278497727971241E+04  0.274304205183283E+06
0.979999999999889E-07 0.150019999999984E+03 -0.545531359663014E+04  0.272954931481435E+06
0.999999999999886E-07 0.152999999999983E+03 -0.542195893572428E+04  0.269512011383924E+06
0.101999999999988E-06 0.155979999999982E+03 -0.665610529540121E+04  0.272178729384793E+06
0.103999999999988E-06 0.158959999999982E+03 -0.466662556377805E+04  0.270527232450684E+06
0.105999999999987E-06 0.161939999999981E+03 -0.917282924158388E+04  0.277156476897625E+06
0.107999999999987E-06 0.164919999999981E+03 -0.378825586965984E+04  0.271955071070948E+06
0.109999999999987E-06 0.167899999999980E+03 -0.227923789144477E+04  0.271978287643067E+06
0.111999999999986E-06 0.170879999999980E+03 -0.652568577915415E+04  0.274559014675703E+06
0.113999999999986E-06 0.173859999999979E+03 -0.540782082859797E+04  0.269157142852114E+06
0.115999999999986E-06 0.176839999999978E+03 -0.252570479487353E+04  0.271549329122376E+06
0.117999999999985E-06 0.179819999999978E+03 -0.473966747522392E+04  0.270330355138076E+06
0.119999999999986E-06 0.182799999999979E+03 -0.892653612097104E+03  0.275514212031298E+06
0.121999999999988E-06 0.185779999999982E+03  0.254762046213911E+03  0.267405870600261E+06
0.123999999999990E-06 0.188759999999986E+03 -0.609850512101109E+03  0.268438406028279E+06
0.125999999999993E-06 0.191739999999989E+03  0.354975839194721E+03  0.271460605633302E+06
0.127999999999995E-06 0.194719999999992E+03 -0.107409708603472E+04  0.268475947261901E+06
0.129999999999997E-06 0.197699999999996E+03 -0.455641765233334E+04  0.263247280947394E+06
0.131999999999999E-06 0.200679999999999E+03 -0.372400755137313E+04  0.261056369288144E+06
0.134000000000002E-06 0.203660000000003E+03 -0.191425826491349E+04  0.262578130898960E+06
0.136000000000004E-06 0.206640000000006E+03 -0.566887720829687E+04  0.262399396511631E+06
0.138000000000006E-06 0.209620000000009E+03  0.413213231388182E+04  0.260668478199188E+06
0.140000000000009E-06 0.212600000000013E+03  0.145733920441053E+04  0.258616804675503E+06
0.142000000000011E-06 0.215580000000016E+03  0.598573875869992E+04  0.259997403739550E+06
0.144000000000013E-06 0.218560000000019E+03 -0.194767405088053E+04  0.253867941234002E+06
0.146000000000015E-06 0.221540000000023E+03  0.728836221942832E+04  0.253675875321073E+06
0.148000000000018E-06 0.224520000000026E+03  0.109094678265220E+04  0.251598415514360E+06
0.150000000000020E-06 0.227500000000030E+03  0.582497409391940E+04  0.252899486509812E+06
0.152000000000022E-06 0.230480000000033E+03  0.335752270711696E+04  0.256733188047693E+06
0.154000000000024E-06 0.233460000000036E+03  0.885149885845243E+04  0.249562511924738E+06
0.156000000000027E-06 0.236440000000040E+03  0.351195250281942E+04  0.254623769195595E+06
0.158000000000029E-06 0.239420000000043E+03  0.108343416424574E+05  0.248475550842019E+06
0.160000000000031E-06 0.242400000000046E+03  0.144462347174146E+05  0.248555170512394E+06
0.162000000000033E-06 0.245380000000050E+03  0.103388900408397E+05  0.244592070979700E+06
0.164000000000036E-06 0.248360000000053E+03  0.405427969451047E+04  0.244789754147780E+06
0.166000000000038E-06 0.251340000000057E+03  0.946186973386322E+04  0.238359150959507E+06
0.168000000000040E-06 0.254320000000060E+03  0.994245703464752E+04  0.239065901389248E+06
0.170000000000043E-06 0.257300000000063E+03  0.131319662181679E+05  0.236483815526840E+06
0.172000000000045E-06 0.260280000000067E+03  0.188766000625327E+05  0.234586700387611E+06
0.174000000000047E-06 0.263260000000070E+03  0.218946309794082E+05  0.228203511078126E+06
0.176000000000049E-06 0.266240000000074E+03  0.188117451870518E+05  0.227900943002038E+06
0.178000000000052E-06 0.269220000000077E+03  0.234972464389486E+05  0.225450711579133E+06
0.180000000000054E-06 0.272200000000080E+03  0.247691372724775E+05  0.217448722730776E+06
0.182000000000056E-06 0.275180000000084E+03  0.236341177397592E+05  0.215218649400487E+06
0.184000000000058E-06 0.278160000000087E+03  0.285463903892164E+05  0.215324032685785E+06
0.186000000000061E-06 0.281140000000090E+03  0.241677342008932E+05  0.208042675498782E+06
0.188000000000063E-06 0.284120000000094E+03  0.289138765210020E+05  0.215036332847042E+06
0.190000000000065E-06 0.287100000000097E+03  0.281714088002091E+05  0.206458539574950E+06
0.192000000000067E-06 0.290080000000101E+03  0.266183499665636E+05  0.201326155077159E+06
0.194000000000070E-06 0.293060000000104E+03  0.216699709306624E+05  0.203383462488806E+06
0.196000000000072E-06 0.296040000000107E+03  0.360438820510448E+05  0.190868615878369E+06
0.198000000000074E-06 0.299020000000111E+03  0.337289421861296E+05  0.182921545699535E+06
0.200000000000077E-06 0.302000000000114E+03  0.341508258848418E+05  0.175871633437688E+06
0.202000000000079E-06 0.304980000000117E+03  0.400318116413362E+05  0.166171345813883E+06
0.204000000000081E-06 0.307960000000121E+03  0.384957611921862E+05  0.165884729297383E+06
0.206000000000083E-06 0.310940000000124E+03  0.455412085292213E+05  0.161560652359809E+06
0.208000000000086E-06 0.313920000000128E+03  0.377585444545631E+05  0.164978795820894E+06
0.210000000000088E-06 0.316900000000131E+03  0.372954715996165E+05  0.148982673006573E+06
0.212000000000090E-06 0.319880000000134E+03  0.413402198175819E+05  0.158952566591819E+06
0.214000000000092E-06 0.322860000000138E+03  0.449099201354585E+05  0.158331368855833E+06
0.216000000000095E-06 0.325840000000141E+03  0.383676029449842E+05  0.141792814066272E+06
0.218000000000097E-06 0.328820000000144E+03  0.511077568564048E+05  0.140007448271942E+06
0.220000000000099E-06 0.331800000000148E+03  0.493870607372852E+05  0.136302362588082E+06
0.222000000000101E-06 0.334780000000151E+03  0.468117067157938E+05  0.130670321265542E+06
0.224000000000104E-06 0.337760000000155E+03  0.541531661974665E+05  0.130929134589703E+06
0.226000000000106E-06 0.340740000000158E+03  0.565801227061375E+05  0.124217705531388E+06
0.228000000000108E-06 0.343720000000161E+03  0.528573942113189E+05  0.114359613486937E+06
0.230000000000111E-06 0.346700000000165E+03  0.568550743343789E+05  0.114030269976370E+06
0.232000000000113E-06 0.349680000000168E+03  0.647531623522018E+05  0.116381410945576E+06
0.234000000000115E-06 0.352660000000171E+03  0.629998868425422E+05  0.121980230556059E+06
0.236000000000117E-06 0.355640000000175E+03  0.575537973606266E+05  0.117664242262791E+06
0.238000000000120E-06 0.358620000000178E+03  0.541350329438809E+05  0.119832098555099E+06
0.240000000000122E-06 0.361600000000182E+03  0.570358272309474E+05  0.112367125190435E+06
0.242000000000124E-06 0.364580000000185E+03  0.494335227683647E+05  0.115457595907210E+06
0.244000000000126E-06 0.367560000000188E+03  0.557244751754824E+05  0.106355096244503E+06
0.246000000000129E-06 0.370540000000192E+03  0.606083072980578E+05  0.103584183287783E+06
0.248000000000131E-06 0.373520000000195E+03  0.552742525324834E+05  0.953756836313599E+05
0.250000000000133E-06 0.376500000000198E+03  0.625617895848453E+05  0.100585709810031E+06
0.252000000000136E-06 0.379480000000202E+03  0.546329303678045E+05  0.863062424716709E+05
0.254000000000138E-06 0.382460000000205E+03  0.470383428428874E+05  0.876553395880784E+05
0.256000000000140E-06 0.385440000000209E+03  0.557864670263577E+05  0.818914195182146E+05
0.258000000000142E-06 0.388420000000212E+03  0.579733234161406E+05  0.867930733216200E+05
0.260000000000145E-06 0.391400000000215E+03  0.550108821238408E+05  0.830956553646217E+05
0.262000000000147E-06 0.394380000000219E+03  0.585190632786780E+05  0.776860811560577E+05
0.264000000000149E-06 0.397360000000222E+03  0.372314511622307E+05  0.755759189017192E+05
0.266000000000151E-06 0.400340000000226E+03  0.392691718615021E+05  0.719085989121321E+05
0.268000000000154E-06 0.403320000000229E+03  0.427384004651045E+05  0.732436986382793E+05
0.270000000000156E-06 0.406300000000232E+03  0.447755536035516E+05  0.731289141422754E+05
0.272000000000158E-06 0.409280000000236E+03  0.597462967049925E+05  0.602026710038301E+05
0.274000000000160E-06 0.412260000000239E+03  0.689488631387838E+05  0.662140429982847E+05
0.276000000000163E-06 0.415240000000243E+03  0.490472712076163E+05  0.615503232636728E+05
0.278000000000165E-06 0.418220000000246E+03  0.396788420632380E+05  0.634846611421281E+05
0.280000000000167E-06 0.421200000000249E+03  0.438766487261916E+05  0.517002683864486E+05
0.282000000000170E-06 0.424180000000253E+03  0.631415939850898E+05  0.468771466641352E+05
0.284000000000172E-06 0.427160000000256E+03  0.518732585863984E+05  0.515478616995195E+05
0.286000000000174E-06 0.430140000000259E+03  0.522946065524668E+05  0.452421697472208E+05
0.288000000000176E-06 0.433120000000263E+03  0.493107417812035E+05  0.442418462831358E+05
0.290000000000179E-06 0.436100000000266E+03  0.483246403546959E+05  0.326794003273195E+05
0.292000000000181E-06 0.439080000000269E+03  0.399728698205060E+05  0.386715664118625E+05
0.294000000000183E-06 0.442060000000273E+03  0.485632282480457E+05  0.466784612942522E+05
0.296000000000185E-06 0.445040000000276E+03  0.629055685596267E+05  0.431425384702484E+05
0.298000000000188E-06 0.448020000000280E+03  0.460040658070012E+05  0.512555541956910E+05
0.300000000000190E-06 0.451000000000283E+03  0.580727827780671E+05  0.380264493904761E+05
0.302000000000192E-06 0.453980000000286E+03  0.531903598872702E+05  0.470469617090213E+05
0.304000000000194E-06 0.456960000000290E+03  0.642667921091446E+05  0.420048860971677E+05
0.306000000000197E-06 0.459940000000293E+03  0.564412796475465E+05  0.380132010131428E+05
0.308000000000199E-06 0.462920000000297E+03  0.569264202582443E+05  0.398224116734379E+05
0.310000000000201E-06 0.465900000000300E+03  0.559273802280607E+05  0.416545712270153E+05
0.312000000000204E-06 0.468880000000303E+03  0.436574959789773E+05  0.384412036357033E+05
0.314000000000206E-06 0.471860000000307E+03  0.495369176396945E+05  0.519088171713912E+05
0.316000000000208E-06 0.474840000000310E+03  0.454937928339331E+05  0.468307304420526E+05
0.318000000000210E-06 0.477820000000313E+03  0.524699880461745E+05  0.489393603031404E+05
0.320000000000213E-06 0.480800000000317E+03  0.445036671771644E+05  0.601466083328251E+05
0.322000000000215E-06 0.483780000000320E+03  0.451907570411575E+05  0.505990833626385E+05
0.324000000000217E-06 0.486760000000324E+03  0.426338709340592E+05  0.380569998544364E+05
0.326000000000219E-06 0.489740000000327E+03  0.445919277141265E+05  0.331912115510596E+05
0.328000000000222E-06 0.492720000000330E+03  0.445590168470934E+05  0.404334135557521E+05
0.330000000000224E-06 0.495700000000334E+03  0.580607820425115E+05  0.330779131692208E+05
0.332000000000226E-06 0.498680000000337E+03  0.569366453165660E+05  0.434677366301718E+05
0.334000000000228E-06 0.501660000000340E+03  0.550508478488864E+05  0.520817671404564E+05
0.336000000000231E-06 0.504640000000344E+03  0.520996899712127E+05  0.373800352374451E+05
0.338000000000233E-06 0.507620000000347E+03  0.585439384310109E+05  0.412544572862841E+05
0.340000000000235E-06 0.510600000000351E+03  0.486342419050306E+05  0.345369033189807E+05
0.342000000000238E-06 0.513580000000354E+03  0.359674476290436E+05  0.367636431923150E+05
0.344000000000240E-06 0.516560000000357E+03  0.454570940917655E+05  0.403036793960372E+05
0.346000000000242E-06 0.519540000000361E+03  0.373762882828668E+05  0.486902196343172E+05
0.348000000000244E-06 0.522520000000364E+03  0.379083942506914E+05  0.358973445579930E+05
0.350000000000247E-06 0.525500000000368E+03  0.547655530788202E+05  0.356115761296729E+05
0.352000000000249E-06 0.528480000000371E+03  0.493519995182997E+05  0.445662262637358E+05
0.354000000000251E-06 0.531460000000374E+03  0.387860939392136E+05  0.332327355535308E+05
0.356000000000253E-06 0.534440000000378E+03  0.389801136782982E+05  0.314338293480436E+05
0.358000000000256E-06 0.537420000000381E+03  0.433249515407277E+05  0.206230872976736E+05
0.360000000000258E-06 0.540400000000384E+03  0.384608097604488E+05  0.222690020437532E+05
0.362000000000260E-06 0.543380000000388E+03  0.384550863612973E+05  0.195919162250967E+05
0.364000000000263E-06 0.546360000000391E+03  0.389320861097064E+05  0.223859116735613E+05
0.366000000000265E-06 0.549340000000395E+03  0.301236547538463E+05  0.310878424257334E+05
0.368000000000267E-06 0.552320000000398E+03  0.401028082407566E+05  0.367194239671804E+05
0.370000000000269E-06 0.555300000000401E+03  0.393307384067314E+05  0.518749824829149E+05
0.372000000000272E-06 0.558280000000405E+03  0.375811064032135E+05  0.413524148694203E+05
0.374000000000274E-06 0.561260000000408E+03  0.302780967443253E+05  0.299594291639958E+05
0.376000000000276E-06 0.564240000000411E+03  0.342437312016363E+05  0.285574539020534E+05
0.378000000000278E-06 0.567220000000415E+03  0.221060027090938E+05  0.247706333851483E+05
0.380000000000281E-06 0.570200000000418E+03  0.345585668020823E+05  0.455451448181804E+05
0.382000000000283E-06 0.573180000000422E+03  0.415300340513693E+05  0.445185453780268E+05
0.384000000000285E-06 0.576160000000425E+03  0.463130913742226E+05  0.357105693970609E+05
0.386000000000287E-06 0.579140000000428E+03  0.426324783306088E+05  0.329122846059166E+05
0.388000000000290E-06 0.582120000000432E+03  0.497087244660406E+05  0.532180420742286E+05
0.390000000000292E-06 0.585100000000435E+03  0.384331034547181E+05  0.401945107562997E+05
0.392000000000294E-06 0.588080000000439E+03  0.434455548938460E+05  0.252376603833961E+05
0.394000000000297E-06 0.591060000000442E+03  0.392615745635644E+05  0.402120120063315E+05
0.396000000000299E-06 0.594040000000445E+03  0.284834789209615E+05  0.399562306941583E+05
0.398000000000301E-06 0.597020000000449E+03  0.385576423778665E+05  0.451265086175908E+05
0.400000000000303E-06 0.600000000000452E+03  0.463767546348966E+05  0.448063578579677E+05
