#               Rm(m)                 Rp(m)                Ωm(m3)                Ωp(m3)                μ(Am2)          Emx_ZFC(n.u.)          Emy_ZFC(n.u.)          Emz_ZFC(n.u.)           Emx_FC(n.u.)           Emy_FC(n.u.)           Emz_FC(n.u.)          Enx_ZFC(n.u.)          Eny_ZFC(n.u.)          Enz_ZFC(n.u.)           Enx_FC(n.u.)           Eny_FC(n.u.)           Enz_FC(n.u.)
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.085364357393884e-01  5.273817102189854e-01  2.610313464094761e-01 -3.968910284882628e-01 -4.894304676472968e-01 -7.764891041373840e-01  8.264384141005854e-02  5.549876244628330e-01 -8.277431559186041e-01  8.264384141005854e-02  5.549876244628330e-01 -8.277431559186041e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -5.765032410428843e-01 -5.036008793339598e-01 -6.434517599642670e-01  3.370766717264467e-02  9.966531941303566e-01 -7.447283936802626e-02  3.005310205799546e-01 -7.781952274618353e-01  5.514465464800675e-01  3.005310205799546e-01 -7.781952274618353e-01  5.514465464800675e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.008975964958876e-01  1.692296985724207e-01  8.488008641287605e-01 -6.198957461538933e-01 -2.891415142456802e-01 -7.294699778880710e-01  1.596358500654818e-01  9.674589924301175e-01  1.963147812569721e-01  1.596358500654818e-01  9.674589924301175e-01  1.963147812569721e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.181513534940070e-01  3.939313097783654e-01 -8.928763129039958e-01 -9.934894927796570e-01 -3.020903252535507e-02  1.098455374164189e-01  4.909175163614442e-01 -2.796511488371175e-01  8.251031614795762e-01  4.909175163614442e-01 -2.796511488371175e-01  8.251031614795762e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.737171589606975e-01  2.926278462727201e-01  9.403144645640696e-01  4.734856414878229e-01 -4.987894847076293e-01  7.259617050850289e-01 -1.773905450490181e-01 -5.573244356610865e-01 -8.111239535004892e-01 -1.773905450490181e-01 -5.573244356610865e-01 -8.111239535004892e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.553300302363659e-02 -6.972496502308916e-02  9.974453143253502e-01 -4.437159640583880e-01  3.305795666267621e-01 -8.329665619750877e-01  2.558483249544301e-01 -1.583845850210721e-01  9.536540032138046e-01  2.558483249544301e-01 -1.583845850210721e-01  9.536540032138046e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -4.221349574239743e-01  7.633995011586030e-02  9.033129522690170e-01  4.463636205088620e-01 -5.154016508112447e-01  7.315194164390063e-01 -3.241365091337910e-01 -5.578139980143187e-01  7.640543613289839e-01 -3.241365091337910e-01 -5.578139980143187e-01  7.640543613289839e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -8.656028165969968e-01  7.537757399080573e-02 -4.950252369714159e-01 -3.583891795986200e-01 -2.117444166437410e-01 -9.092422658273370e-01  7.909481316233511e-01  5.604300292553234e-01  2.455997463158447e-01  7.909481316233511e-01  5.604300292553234e-01  2.455997463158447e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  5.102711888917456e-01 -7.377917035020175e-02 -8.568430123479098e-01  8.002655050727406e-01  4.425317142007378e-01  4.046489877872275e-01  1.740306176970998e-01 -6.684549016060080e-01 -7.231053786432986e-01  1.740306176970998e-01 -6.684549016060080e-01 -7.231053786432986e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  7.181773307419670e-01 -2.783532392217023e-01 -6.377623349047269e-01  2.627709065425908e-01  5.820232572818665e-01 -7.695455663297601e-01  6.115882038728524e-03 -2.480934979972295e-03 -9.999782202370777e-01  6.115882038728524e-03 -2.480934979972295e-03 -9.999782202370777e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  1.103321881033329e-01 -8.252755712600333e-01 -5.538474878066674e-01  1.950233150682424e-01 -3.223392710239366e-01  9.263170628545877e-01 -3.916660811236252e-01 -6.803956340607024e-01  6.194025040701696e-01 -3.916660811236252e-01 -6.803956340607024e-01  6.194025040701696e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.942148940143350e-01  5.594275972622124e-01 -8.058047768314783e-01 -6.562289911164659e-01 -7.486743553966667e-01  9.407561208756958e-02  3.661873990595180e-01 -9.234618573616011e-01  1.145643346259521e-01  3.661873990595180e-01 -9.234618573616011e-01  1.145643346259521e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -1.030075048593100e-01  7.488450562973884e-01  6.546911757474820e-01  2.183312053886585e-02  1.773131097492784e-01 -9.839122806218935e-01 -4.925135965228265e-01 -7.152781240815865e-01  4.957898369778035e-01 -4.925135965228265e-01 -7.152781240815865e-01  4.957898369778035e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -3.218294702812659e-01 -2.092663298125146e-01 -9.233815003915119e-01  7.076491572185838e-02  8.629085648813177e-01  5.003809902038076e-01 -5.895816433174778e-01  5.257323685284572e-01  6.131875427179853e-01 -5.895816433174778e-01  5.257323685284572e-01  6.131875427179853e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19 -7.434738194724590e-02  2.731828541389210e-01 -9.590847694558096e-01  6.878025608985971e-01  5.514007896771842e-01 -4.721067743262209e-01 -8.172511443330828e-01 -7.599306225700021e-02  5.712491764327283e-01 -8.172511443330828e-01 -7.599306225700021e-02  5.712491764327283e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  8.298412238565229e-01 -5.374591866210542e-01 -1.500038862994659e-01  4.254400357605968e-01 -9.042500833328723e-01 -3.650428419398999e-02  1.706100615045700e-01 -6.908592424541018e-01  7.025707893366699e-01  1.706100615045700e-01 -6.908592424541018e-01  7.025707893366699e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  2.006646834897847e-01  1.817832091843331e-01 -9.626466380030574e-01 -9.422607951278348e-04  3.088847983238046e-03 -9.999947855677701e-01  7.435081055929758e-01 -5.704524177280144e-01 -3.489695345238712e-01  7.435081055929758e-01 -5.704524177280144e-01 -3.489695345238712e-01
5.600000000000001e-09 6.600000000000001e-09 7.356185806037669e-25 1.204260428715269e-24 3.280858869492801e-19  4.131894561518529e-02  8.600586881529200e-01  5.085192205471960e-01  3.938319298593214e-01 -3.500961707252759e-01  8.498994542101913e-01  5.516975851374468e-01  3.539224056254717e-01  7.552275851356257e-01  5.516975851374468e-01  3.539224056254717e-01  7.552275851356257e-01
