#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.162000000000033E-06 0.245380000000050E+03  0.768221564965852E+04  0.248206498218664E+06
0.164000000000036E-06 0.248360000000053E+03  0.103459337550115E+05  0.261333197018797E+06
0.166000000000038E-06 0.251340000000057E+03  0.147590970632466E+05  0.253573269011121E+06
0.168000000000040E-06 0.254320000000060E+03  0.200709127795671E+05  0.251432749667063E+06
0.170000000000043E-06 0.257300000000063E+03  0.202520823152927E+05  0.246439629009449E+06
0.172000000000045E-06 0.260280000000067E+03  0.166015957863889E+05  0.247541121553623E+06
0.174000000000047E-06 0.263260000000070E+03  0.277024766013362E+05  0.244879522139767E+06
0.176000000000049E-06 0.266240000000074E+03  0.329269490447107E+05  0.242759369384948E+06
0.178000000000052E-06 0.269220000000077E+03  0.301654554534694E+05  0.244357709053329E+06
0.180000000000054E-06 0.272200000000080E+03  0.340338529336744E+05  0.232468376353118E+06
0.182000000000056E-06 0.275180000000084E+03  0.402283163674089E+05  0.231327522597864E+06
0.184000000000058E-06 0.278160000000087E+03  0.321491696067808E+05  0.222738671534895E+06
0.186000000000061E-06 0.281140000000090E+03  0.332729486531250E+05  0.219391346487833E+06
0.188000000000063E-06 0.284120000000094E+03  0.358439827831946E+05  0.209997233986100E+06
0.190000000000065E-06 0.287100000000097E+03  0.419064492021404E+05  0.204902972163901E+06
0.192000000000067E-06 0.290080000000101E+03  0.357139832381991E+05  0.196090829231947E+06
0.194000000000070E-06 0.293060000000104E+03  0.370939535108722E+05  0.190787168883744E+06
0.196000000000072E-06 0.296040000000107E+03  0.355473874292102E+05  0.195082508615550E+06
0.198000000000074E-06 0.299020000000111E+03  0.357449399299181E+05  0.187334654121010E+06
0.200000000000077E-06 0.302000000000114E+03  0.455912407619591E+05  0.180599742808614E+06
0.202000000000079E-06 0.304980000000117E+03  0.396403906688230E+05  0.176970173742233E+06
0.204000000000081E-06 0.307960000000121E+03  0.507370247155792E+05  0.173332716040386E+06
0.206000000000083E-06 0.310940000000124E+03  0.492219497663851E+05  0.166662710665294E+06
0.208000000000086E-06 0.313920000000128E+03  0.460912615712263E+05  0.175731322412746E+06
0.210000000000088E-06 0.316900000000131E+03  0.439376665228176E+05  0.150527204042235E+06
0.212000000000090E-06 0.319880000000134E+03  0.541008131433230E+05  0.159471906334589E+06
0.214000000000092E-06 0.322860000000138E+03  0.487641410978519E+05  0.153743771644109E+06
0.216000000000095E-06 0.325840000000141E+03  0.483001803587762E+05  0.147761660729577E+06
0.218000000000097E-06 0.328820000000144E+03  0.498965460281556E+05  0.145104636206229E+06
0.220000000000099E-06 0.331800000000148E+03  0.504786687563975E+05  0.134448300814388E+06
0.222000000000101E-06 0.334780000000151E+03  0.572106110388014E+05  0.128099153351831E+06
0.224000000000104E-06 0.337760000000155E+03  0.573881817133830E+05  0.118584177577645E+06
0.226000000000106E-06 0.340740000000158E+03  0.560698248156895E+05  0.120460629865002E+06
0.228000000000108E-06 0.343720000000161E+03  0.599011212261971E+05  0.109766769127297E+06
0.230000000000111E-06 0.346700000000165E+03  0.566491769147693E+05  0.108659689724939E+06
0.232000000000113E-06 0.349680000000168E+03  0.560162214064023E+05  0.104838448609295E+06
0.234000000000115E-06 0.352660000000171E+03  0.596961820036503E+05  0.107476690768043E+06
0.236000000000117E-06 0.355640000000175E+03  0.636862842303376E+05  0.107592624213445E+06
0.238000000000120E-06 0.358620000000178E+03  0.606774557142778E+05  0.100907503085702E+06
0.240000000000122E-06 0.361600000000182E+03  0.673350814726056E+05  0.108083373601273E+06
0.242000000000124E-06 0.364580000000185E+03  0.642003365190429E+05  0.983046721979977E+05
0.244000000000126E-06 0.367560000000188E+03  0.581375037336518E+05  0.945893036641493E+05
0.246000000000129E-06 0.370540000000192E+03  0.570256260474220E+05  0.973554245314864E+05
0.248000000000131E-06 0.373520000000195E+03  0.625251071771351E+05  0.913646513246224E+05
0.250000000000133E-06 0.376500000000198E+03  0.715805361324636E+05  0.893933609486035E+05
0.252000000000136E-06 0.379480000000202E+03  0.658910338739405E+05  0.828130866590796E+05
0.254000000000138E-06 0.382460000000205E+03  0.763952154686100E+05  0.741498870081984E+05
0.256000000000140E-06 0.385440000000209E+03  0.621892787656487E+05  0.715232581073885E+05
0.258000000000142E-06 0.388420000000212E+03  0.642284185957385E+05  0.651231163067990E+05
0.260000000000145E-06 0.391400000000215E+03  0.655615689697779E+05  0.709048810848941E+05
0.262000000000147E-06 0.394380000000219E+03  0.490617508728054E+05  0.672577903023493E+05
0.264000000000149E-06 0.397360000000222E+03  0.516929226140410E+05  0.674819170995624E+05
0.266000000000151E-06 0.400340000000226E+03  0.554575970696648E+05  0.721074432613726E+05
0.268000000000154E-06 0.403320000000229E+03  0.587302348947954E+05  0.609544537524295E+05
0.270000000000156E-06 0.406300000000232E+03  0.623906026068956E+05  0.541004645124998E+05
0.272000000000158E-06 0.409280000000236E+03  0.577428110780526E+05  0.555253871965913E+05
0.274000000000160E-06 0.412260000000239E+03  0.506834776517229E+05  0.604450228275361E+05
0.276000000000163E-06 0.415240000000243E+03  0.396295056315055E+05  0.594846017593118E+05
0.278000000000165E-06 0.418220000000246E+03  0.470378294134489E+05  0.497970192000598E+05
0.280000000000167E-06 0.421200000000249E+03  0.611976435351691E+05  0.417486051369380E+05
0.282000000000170E-06 0.424180000000253E+03  0.520804453016703E+05  0.393360885432774E+05
0.284000000000172E-06 0.427160000000256E+03  0.544596830975799E+05  0.337076028046120E+05
0.286000000000174E-06 0.430140000000259E+03  0.503984623093718E+05  0.335104506020570E+05
0.288000000000176E-06 0.433120000000263E+03  0.453260587568716E+05  0.354137279531518E+05
0.290000000000179E-06 0.436100000000266E+03  0.525548282369521E+05  0.468011817694923E+05
0.292000000000181E-06 0.439080000000269E+03  0.475091430027035E+05  0.436598591537881E+05
0.294000000000183E-06 0.442060000000273E+03  0.470384326761503E+05  0.621050915334080E+05
0.296000000000185E-06 0.445040000000276E+03  0.503723874631860E+05  0.628036380987676E+05
0.298000000000188E-06 0.448020000000280E+03  0.515487185215488E+05  0.632234911597168E+05
0.300000000000190E-06 0.451000000000283E+03  0.516083946460079E+05  0.533171590404298E+05
0.302000000000192E-06 0.453980000000286E+03  0.502432552746191E+05  0.549499855947806E+05
0.304000000000194E-06 0.456960000000290E+03  0.369348428068863E+05  0.630821518279205E+05
0.306000000000197E-06 0.459940000000293E+03  0.421273819968822E+05  0.560154539075271E+05
0.308000000000199E-06 0.462920000000297E+03  0.395970526233546E+05  0.684400854235959E+05
0.310000000000201E-06 0.465900000000300E+03  0.391440320263480E+05  0.595304730768742E+05
0.312000000000204E-06 0.468880000000303E+03  0.447963788926040E+05  0.606703840101943E+05
0.314000000000206E-06 0.471860000000307E+03  0.396128336476448E+05  0.559233184646851E+05
0.316000000000208E-06 0.474840000000310E+03  0.410569778057099E+05  0.501247981289213E+05
0.318000000000210E-06 0.477820000000313E+03  0.400029119365771E+05  0.376409829957343E+05
0.320000000000213E-06 0.480800000000317E+03  0.406976873928988E+05  0.494384939300415E+05
0.322000000000215E-06 0.483780000000320E+03  0.403166704314335E+05  0.409048659196624E+05
0.324000000000217E-06 0.486760000000324E+03  0.319777066333906E+05  0.424898216280223E+05
0.326000000000219E-06 0.489740000000327E+03  0.449963017353368E+05  0.443500705048930E+05
0.328000000000222E-06 0.492720000000330E+03  0.544905587958729E+05  0.415110963701713E+05
0.330000000000224E-06 0.495700000000334E+03  0.604691651748547E+05  0.333716983590316E+05
0.332000000000226E-06 0.498680000000337E+03  0.470322379068759E+05  0.349625045417940E+05
0.334000000000228E-06 0.501660000000340E+03  0.518709870656899E+05  0.376040635380013E+05
0.336000000000231E-06 0.504640000000344E+03  0.525327945903573E+05  0.297841840260373E+05
0.338000000000233E-06 0.507620000000347E+03  0.344157242878578E+05  0.435705308185206E+05
0.340000000000235E-06 0.510600000000351E+03  0.293900676557162E+05  0.421206837514886E+05
0.342000000000238E-06 0.513580000000354E+03  0.244036896887300E+05  0.332080242995108E+05
0.344000000000240E-06 0.516560000000357E+03  0.236913367896592E+05  0.396479707821915E+05
0.346000000000242E-06 0.519540000000361E+03  0.239766281714153E+05  0.404276318330945E+05
0.348000000000244E-06 0.522520000000364E+03  0.239833761659268E+05  0.282801185513428E+05
0.350000000000247E-06 0.525500000000368E+03  0.445956318592725E+05  0.238870901837027E+05
0.352000000000249E-06 0.528480000000371E+03  0.441489235394548E+05  0.267191862827944E+05
0.354000000000251E-06 0.531460000000374E+03  0.474457286791201E+05  0.392682067448706E+05
0.356000000000253E-06 0.534440000000378E+03  0.472174726520647E+05  0.280594897084026E+05
0.358000000000256E-06 0.537420000000381E+03  0.497173964679867E+05  0.351773208741590E+05
0.360000000000258E-06 0.540400000000384E+03  0.382819380294121E+05  0.404416932669345E+05
0.362000000000260E-06 0.543380000000388E+03  0.434687358161109E+05  0.422461212338137E+05
0.364000000000263E-06 0.546360000000391E+03  0.455745614491071E+05  0.359695353975040E+05
0.366000000000265E-06 0.549340000000395E+03  0.428329982598090E+05  0.466717884362721E+05
0.368000000000267E-06 0.552320000000398E+03  0.471382041930895E+05  0.383870028378682E+05
0.370000000000269E-06 0.555300000000401E+03  0.397742310088937E+05  0.261179459480459E+05
0.372000000000272E-06 0.558280000000405E+03  0.418096397237123E+05  0.276802749766720E+05
0.374000000000274E-06 0.561260000000408E+03  0.313267797607901E+05  0.402193448176846E+05
0.376000000000276E-06 0.564240000000411E+03  0.418694678647802E+05  0.471498107119054E+05
0.378000000000278E-06 0.567220000000415E+03  0.286832139124723E+05  0.530081789504399E+05
0.380000000000281E-06 0.570200000000418E+03  0.304134428852478E+05  0.519270886289068E+05
0.382000000000283E-06 0.573180000000422E+03  0.283372057907748E+05  0.433192201320825E+05
0.384000000000285E-06 0.576160000000425E+03  0.370734792156268E+05  0.483126862595923E+05
0.386000000000287E-06 0.579140000000428E+03  0.426951783182370E+05  0.335991548327952E+05
0.388000000000290E-06 0.582120000000432E+03  0.358224572589430E+05  0.369680898065845E+05
0.390000000000292E-06 0.585100000000435E+03  0.466787087802560E+05  0.345446380672428E+05
0.392000000000294E-06 0.588080000000439E+03  0.436609931002010E+05  0.340789807727801E+05
0.394000000000297E-06 0.591060000000442E+03  0.460898294034918E+05  0.366560794512538E+05
0.396000000000299E-06 0.594040000000445E+03  0.340819479323923E+05  0.373161859477509E+05
0.398000000000301E-06 0.597020000000449E+03  0.373131231563992E+05  0.362215743876441E+05
0.400000000000303E-06 0.600000000000452E+03  0.321430484749404E+05  0.347020140119330E+05
