#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.113999999999986E-06 0.173859999999979E+03  0.357970326133449E+04  0.274069666101857E+06
0.115999999999986E-06 0.176839999999978E+03  0.757684397089535E+04  0.275594208558876E+06
0.117999999999985E-06 0.179819999999978E+03  0.472806512349436E+04  0.277379830732985E+06
0.119999999999986E-06 0.182799999999979E+03  0.407999110808258E+04  0.272098558480819E+06
0.121999999999988E-06 0.185779999999982E+03  0.421027185171574E+04  0.272053072818296E+06
0.123999999999990E-06 0.188759999999986E+03  0.963326268311667E+04  0.273582747953105E+06
0.125999999999993E-06 0.191739999999989E+03  0.541898279379342E+04  0.275042222545345E+06
0.127999999999995E-06 0.194719999999992E+03  0.104552858185788E+05  0.271423277735698E+06
0.129999999999997E-06 0.197699999999996E+03 -0.751347018451966E+03  0.271724905027900E+06
0.131999999999999E-06 0.200679999999999E+03  0.103020129975847E+05  0.272415741429792E+06
0.134000000000002E-06 0.203660000000003E+03  0.552903438306337E+04  0.268990519424792E+06
0.136000000000004E-06 0.206640000000006E+03 -0.149653337882238E+04  0.268344950845875E+06
0.138000000000006E-06 0.209620000000009E+03  0.708405494091225E+04  0.269211708429592E+06
0.140000000000009E-06 0.212600000000013E+03  0.722597239032883E+04  0.268670499075238E+06
0.142000000000011E-06 0.215580000000016E+03  0.248867510577943E+04  0.268883824109512E+06
0.144000000000013E-06 0.218560000000019E+03  0.624624875665172E+04  0.263007976376158E+06
0.146000000000015E-06 0.221540000000023E+03  0.742337604812627E+04  0.267648345797385E+06
0.148000000000018E-06 0.224520000000026E+03  0.686913658250743E+04  0.266172485544581E+06
0.150000000000020E-06 0.227500000000030E+03  0.129084892921847E+05  0.263055730737904E+06
0.152000000000022E-06 0.230480000000033E+03  0.107270083812084E+05  0.258803439401398E+06
0.154000000000024E-06 0.233460000000036E+03  0.128772533965963E+05  0.254602836132492E+06
0.156000000000027E-06 0.236440000000040E+03  0.116046119335415E+05  0.255451166952691E+06
0.158000000000029E-06 0.239420000000043E+03  0.789450017475890E+04  0.252483183255270E+06
0.160000000000031E-06 0.242400000000046E+03  0.110275874702673E+05  0.247840441318289E+06
0.162000000000033E-06 0.245380000000050E+03  0.870365615729853E+04  0.251853915130661E+06
0.164000000000036E-06 0.248360000000053E+03  0.175056873640985E+05  0.244739747068337E+06
0.166000000000038E-06 0.251340000000057E+03  0.121163599601144E+05  0.243436660648388E+06
0.168000000000040E-06 0.254320000000060E+03  0.965332372173348E+04  0.239747386983798E+06
0.170000000000043E-06 0.257300000000063E+03  0.184860850872767E+05  0.239362901245765E+06
0.172000000000045E-06 0.260280000000067E+03  0.120676842481345E+05  0.235506874786900E+06
0.174000000000047E-06 0.263260000000070E+03  0.129924894495014E+05  0.226975451701739E+06
0.176000000000049E-06 0.266240000000074E+03  0.145750400409216E+05  0.226367103750593E+06
0.178000000000052E-06 0.269220000000077E+03  0.200812373426285E+05  0.227695232996051E+06
0.180000000000054E-06 0.272200000000080E+03  0.159239556782514E+05  0.224613966509486E+06
0.182000000000056E-06 0.275180000000084E+03  0.161613323956669E+05  0.214524060070005E+06
0.184000000000058E-06 0.278160000000087E+03  0.184745829270366E+05  0.211750739385467E+06
0.186000000000061E-06 0.281140000000090E+03  0.199824881108411E+05  0.208737054020571E+06
0.188000000000063E-06 0.284120000000094E+03  0.208688831883922E+05  0.201862170749006E+06
0.190000000000065E-06 0.287100000000097E+03  0.170282469885520E+05  0.198816321737201E+06
0.192000000000067E-06 0.290080000000101E+03  0.301826353527192E+05  0.202521322844231E+06
0.194000000000070E-06 0.293060000000104E+03  0.291258510755615E+05  0.189324072236196E+06
0.196000000000072E-06 0.296040000000107E+03  0.258344673691111E+05  0.190754343008513E+06
0.198000000000074E-06 0.299020000000111E+03  0.281788382654958E+05  0.184984072418132E+06
0.200000000000077E-06 0.302000000000114E+03  0.324887419654585E+05  0.187891493917599E+06
0.202000000000079E-06 0.304980000000117E+03  0.257721614286032E+05  0.182721142976602E+06
0.204000000000081E-06 0.307960000000121E+03  0.259746347117094E+05  0.184273353370420E+06
0.206000000000083E-06 0.310940000000124E+03  0.268511707149323E+05  0.174195204252663E+06
0.208000000000086E-06 0.313920000000128E+03  0.293634214227378E+05  0.171804356779459E+06
0.210000000000088E-06 0.316900000000131E+03  0.319047721234653E+05  0.158432341635763E+06
0.212000000000090E-06 0.319880000000134E+03  0.341026234740368E+05  0.157130059600618E+06
0.214000000000092E-06 0.322860000000138E+03  0.313355442447816E+05  0.149745961008819E+06
0.216000000000095E-06 0.325840000000141E+03  0.348133456328769E+05  0.147901030841775E+06
0.218000000000097E-06 0.328820000000144E+03  0.334158976604863E+05  0.130498366804258E+06
0.220000000000099E-06 0.331800000000148E+03  0.359308499959372E+05  0.132536392544045E+06
0.222000000000101E-06 0.334780000000151E+03  0.389675233244980E+05  0.132159322588741E+06
0.224000000000104E-06 0.337760000000155E+03  0.481008254155922E+05  0.123496432788557E+06
0.226000000000106E-06 0.340740000000158E+03  0.475916401085089E+05  0.114089516499998E+06
0.228000000000108E-06 0.343720000000161E+03  0.507174568697490E+05  0.114353103661630E+06
0.230000000000111E-06 0.346700000000165E+03  0.492423690677400E+05  0.117790599196585E+06
0.232000000000113E-06 0.349680000000168E+03  0.482016901765360E+05  0.106509966903681E+06
0.234000000000115E-06 0.352660000000171E+03  0.543147181120609E+05  0.984228862504345E+05
0.236000000000117E-06 0.355640000000175E+03  0.538971720818495E+05  0.981818792059072E+05
0.238000000000120E-06 0.358620000000178E+03  0.529975678195143E+05  0.862161149603873E+05
0.240000000000122E-06 0.361600000000182E+03  0.642088213145460E+05  0.879486232234820E+05
0.242000000000124E-06 0.364580000000185E+03  0.698127111687701E+05  0.850831958027326E+05
0.244000000000126E-06 0.367560000000188E+03  0.593121027165507E+05  0.869346799549130E+05
0.246000000000129E-06 0.370540000000192E+03  0.652296162179727E+05  0.866174743292305E+05
0.248000000000131E-06 0.373520000000195E+03  0.676056202109458E+05  0.812593619972034E+05
0.250000000000133E-06 0.376500000000198E+03  0.646434572027760E+05  0.846212341026678E+05
0.252000000000136E-06 0.379480000000202E+03  0.742945009870961E+05  0.805375815704456E+05
0.254000000000138E-06 0.382460000000205E+03  0.736759290722189E+05  0.762518881696278E+05
0.256000000000140E-06 0.385440000000209E+03  0.638558206355405E+05  0.828730159569514E+05
0.258000000000142E-06 0.388420000000212E+03  0.691653741973845E+05  0.801970877789985E+05
0.260000000000145E-06 0.391400000000215E+03  0.615034021105208E+05  0.780702513521678E+05
0.262000000000147E-06 0.394380000000219E+03  0.638749938223375E+05  0.655801438355786E+05
0.264000000000149E-06 0.397360000000222E+03  0.638493544311216E+05  0.749436214587720E+05
0.266000000000151E-06 0.400340000000226E+03  0.562455099415934E+05  0.793716660457230E+05
0.268000000000154E-06 0.403320000000229E+03  0.537230170650355E+05  0.771820107029768E+05
0.270000000000156E-06 0.406300000000232E+03  0.557104442357179E+05  0.822418007587495E+05
0.272000000000158E-06 0.409280000000236E+03  0.535783590080189E+05  0.777244679828993E+05
0.274000000000160E-06 0.412260000000239E+03  0.470984177909999E+05  0.876770236010021E+05
0.276000000000163E-06 0.415240000000243E+03  0.531132070012534E+05  0.829312648873632E+05
0.278000000000165E-06 0.418220000000246E+03  0.492964461768721E+05  0.822489888895855E+05
0.280000000000167E-06 0.421200000000249E+03  0.626455373070866E+05  0.644556565171237E+05
0.282000000000170E-06 0.424180000000253E+03  0.613361930806793E+05  0.737510247337392E+05
0.284000000000172E-06 0.427160000000256E+03  0.506162532784219E+05  0.696954467052125E+05
0.286000000000174E-06 0.430140000000259E+03  0.603449292503571E+05  0.599757957728926E+05
0.288000000000176E-06 0.433120000000263E+03  0.541088633690796E+05  0.620368079771869E+05
0.290000000000179E-06 0.436100000000266E+03  0.539111923620145E+05  0.674756487619573E+05
0.292000000000181E-06 0.439080000000269E+03  0.610331519858677E+05  0.505673374145969E+05
0.294000000000183E-06 0.442060000000273E+03  0.493325492196878E+05  0.547407093201368E+05
0.296000000000185E-06 0.445040000000276E+03  0.569440877044932E+05  0.542411798602232E+05
0.298000000000188E-06 0.448020000000280E+03  0.490460905745618E+05  0.462039059722931E+05
0.300000000000190E-06 0.451000000000283E+03  0.441996399034766E+05  0.470514677845161E+05
0.302000000000192E-06 0.453980000000286E+03  0.421764642146255E+05  0.508246677979995E+05
0.304000000000194E-06 0.456960000000290E+03  0.378278019830958E+05  0.435919763947163E+05
0.306000000000197E-06 0.459940000000293E+03  0.451051592960155E+05  0.510950299894455E+05
0.308000000000199E-06 0.462920000000297E+03  0.377127939201368E+05  0.554610267544253E+05
0.310000000000201E-06 0.465900000000300E+03  0.367871941040260E+05  0.505490115354029E+05
0.312000000000204E-06 0.468880000000303E+03  0.468430119999563E+05  0.437786225169949E+05
0.314000000000206E-06 0.471860000000307E+03  0.407558772665805E+05  0.434285557328410E+05
0.316000000000208E-06 0.474840000000310E+03  0.466720538539201E+05  0.456551273009912E+05
0.318000000000210E-06 0.477820000000313E+03  0.497669525782475E+05  0.366927943827010E+05
0.320000000000213E-06 0.480800000000317E+03  0.516074631465866E+05  0.506715993724798E+05
0.322000000000215E-06 0.483780000000320E+03  0.424071863552822E+05  0.423531140082997E+05
0.324000000000217E-06 0.486760000000324E+03  0.494621921888147E+05  0.399667035488729E+05
0.326000000000219E-06 0.489740000000327E+03  0.522527669133016E+05  0.469942194808165E+05
0.328000000000222E-06 0.492720000000330E+03  0.494649158838421E+05  0.460258523146895E+05
0.330000000000224E-06 0.495700000000334E+03  0.506505370799475E+05  0.488385102460005E+05
0.332000000000226E-06 0.498680000000337E+03  0.488943943484130E+05  0.407645517103239E+05
0.334000000000228E-06 0.501660000000340E+03  0.436240785222060E+05  0.297996312966792E+05
0.336000000000231E-06 0.504640000000344E+03  0.465263741595905E+05  0.264553049676485E+05
0.338000000000233E-06 0.507620000000347E+03  0.564020350578869E+05  0.304838369929226E+05
0.340000000000235E-06 0.510600000000351E+03  0.467084561961836E+05  0.314558868798089E+05
0.342000000000238E-06 0.513580000000354E+03  0.539873328528141E+05  0.458881262577389E+05
0.344000000000240E-06 0.516560000000357E+03  0.423884586281272E+05  0.585104429042163E+05
0.346000000000242E-06 0.519540000000361E+03  0.398995916739633E+05  0.645530074658850E+05
0.348000000000244E-06 0.522520000000364E+03  0.481924423392427E+05  0.466717431950950E+05
0.350000000000247E-06 0.525500000000368E+03  0.389246348958009E+05  0.527496971800548E+05
0.352000000000249E-06 0.528480000000371E+03  0.225146962995772E+05  0.577795043170091E+05
0.354000000000251E-06 0.531460000000374E+03  0.231060314457862E+05  0.639520591418176E+05
0.356000000000253E-06 0.534440000000378E+03  0.340830829848463E+05  0.453865379036545E+05
0.358000000000256E-06 0.537420000000381E+03  0.435111042128287E+05  0.501394410337204E+05
0.360000000000258E-06 0.540400000000384E+03  0.472204895007428E+05  0.512510317272248E+05
0.362000000000260E-06 0.543380000000388E+03  0.491148689267833E+05  0.567879748139393E+05
0.364000000000263E-06 0.546360000000391E+03  0.502476413152943E+05  0.455203419129089E+05
0.366000000000265E-06 0.549340000000395E+03  0.423554332789824E+05  0.591515698115400E+05
0.368000000000267E-06 0.552320000000398E+03  0.380211075583547E+05  0.511572393691307E+05
0.370000000000269E-06 0.555300000000401E+03  0.338297431748274E+05  0.425561223558254E+05
0.372000000000272E-06 0.558280000000405E+03  0.404006919163419E+05  0.463065879974146E+05
0.374000000000274E-06 0.561260000000408E+03  0.465020705228850E+05  0.504059619323296E+05
0.376000000000276E-06 0.564240000000411E+03  0.623987544105878E+05  0.522347673822725E+05
0.378000000000278E-06 0.567220000000415E+03  0.527600828061139E+05  0.456327066101675E+05
0.380000000000281E-06 0.570200000000418E+03  0.372094309699336E+05  0.334216308500419E+05
0.382000000000283E-06 0.573180000000422E+03  0.360973804516408E+05  0.415001368253379E+05
0.384000000000285E-06 0.576160000000425E+03  0.410978679017189E+05  0.480182023177534E+05
0.386000000000287E-06 0.579140000000428E+03  0.467007126213665E+05  0.391189091855843E+05
0.388000000000290E-06 0.582120000000432E+03  0.448111451472533E+05  0.374440792939512E+05
0.390000000000292E-06 0.585100000000435E+03  0.369862808618578E+05  0.390436856178311E+05
0.392000000000294E-06 0.588080000000439E+03  0.332409063905168E+05  0.478685641451023E+05
0.394000000000297E-06 0.591060000000442E+03  0.426812893910749E+05  0.218025622497910E+05
0.396000000000299E-06 0.594040000000445E+03  0.334810639187178E+05  0.184188199427651E+05
0.398000000000301E-06 0.597020000000449E+03  0.497116913016662E+05  0.327814770703264E+05
0.400000000000303E-06 0.600000000000452E+03  0.343197006561018E+05  0.197537323709842E+05
