#                t(s)                  T(K)             M_ZFC(A/m)              M_FC(A/m)
0.779999999999927E-07 0.120219999999989E+03 -0.274362064730172E+04  0.280142114813942E+06
0.799999999999924E-07 0.123199999999989E+03 -0.335106593315465E+04  0.282108491921688E+06
0.819999999999920E-07 0.126179999999988E+03 -0.433496938716752E+03  0.281288597525428E+06
0.839999999999916E-07 0.129159999999987E+03 -0.203652934357112E+04  0.278243827326474E+06
0.859999999999912E-07 0.132139999999987E+03 -0.167497361619823E+04  0.276401741319253E+06
0.879999999999908E-07 0.135119999999986E+03 -0.221218476853942E+04  0.278658201712931E+06
0.899999999999905E-07 0.138099999999986E+03 -0.165453934752132E+04  0.280274784628175E+06
0.919999999999901E-07 0.141079999999985E+03 -0.386764385991213E+04  0.283228895495514E+06
0.939999999999897E-07 0.144059999999985E+03 -0.625632058592738E+03  0.276703537347323E+06
0.959999999999893E-07 0.147039999999984E+03 -0.233293821910797E+04  0.273892261718949E+06
0.979999999999889E-07 0.150019999999984E+03 -0.937741760703580E+03  0.278607779975738E+06
0.999999999999886E-07 0.152999999999983E+03 -0.205458045164396E+04  0.278766023248049E+06
0.101999999999988E-06 0.155979999999982E+03 -0.213974734483996E+04  0.276738790229721E+06
0.103999999999988E-06 0.158959999999982E+03 -0.150148732924155E+04  0.277205360959431E+06
0.105999999999987E-06 0.161939999999981E+03 -0.251703801580376E+03  0.276809324583408E+06
0.107999999999987E-06 0.164919999999981E+03 -0.159890313973779E+04  0.278912507047371E+06
0.109999999999987E-06 0.167899999999980E+03 -0.591427545893045E+03  0.274745315524310E+06
0.111999999999986E-06 0.170879999999980E+03 -0.229486285674734E+04  0.273876387389515E+06
0.113999999999986E-06 0.173859999999979E+03 -0.207962678695369E+04  0.272531049196642E+06
0.115999999999986E-06 0.176839999999978E+03 -0.461715645028774E+04  0.277775235356781E+06
0.117999999999985E-06 0.179819999999978E+03 -0.290560635916509E+04  0.276892385493529E+06
0.119999999999986E-06 0.182799999999979E+03 -0.229217100182519E+04  0.273220984245403E+06
0.121999999999988E-06 0.185779999999982E+03  0.825274461435208E+03  0.276555694788904E+06
0.123999999999990E-06 0.188759999999986E+03 -0.113746451662911E+04  0.275912575409377E+06
0.125999999999993E-06 0.191739999999989E+03 -0.516886888678366E+03  0.275080222792785E+06
0.127999999999995E-06 0.194719999999992E+03 -0.107131464855223E+04  0.267400184190995E+06
0.129999999999997E-06 0.197699999999996E+03  0.335848172470477E+04  0.275647907823323E+06
0.131999999999999E-06 0.200679999999999E+03  0.994425322526330E+03  0.275852473806207E+06
0.134000000000002E-06 0.203660000000003E+03  0.427372372692008E+04  0.265351915603756E+06
0.136000000000004E-06 0.206640000000006E+03  0.459315970103085E+04  0.265349957289913E+06
0.138000000000006E-06 0.209620000000009E+03 -0.249044772951560E+04  0.263244801451610E+06
0.140000000000009E-06 0.212600000000013E+03  0.313400248447516E+04  0.267682850133670E+06
0.142000000000011E-06 0.215580000000016E+03  0.887201421057752E+04  0.261533309309064E+06
0.144000000000013E-06 0.218560000000019E+03  0.356070922444259E+04  0.263041452655547E+06
0.146000000000015E-06 0.221540000000023E+03  0.101317063306313E+04  0.260308433806551E+06
0.148000000000018E-06 0.224520000000026E+03  0.538259456700652E+04  0.261753406711790E+06
0.150000000000020E-06 0.227500000000030E+03  0.180805030766996E+04  0.260464903628587E+06
0.152000000000022E-06 0.230480000000033E+03  0.324893731900176E+04  0.254735814695135E+06
0.154000000000024E-06 0.233460000000036E+03  0.354663661058692E+04  0.258093669324643E+06
0.156000000000027E-06 0.236440000000040E+03  0.533328142856864E+03  0.255772265598573E+06
0.158000000000029E-06 0.239420000000043E+03  0.581703939257405E+04  0.252666973780335E+06
0.160000000000031E-06 0.242400000000046E+03  0.327238373815395E+04  0.255366060950244E+06
0.162000000000033E-06 0.245380000000050E+03  0.157753004207775E+05  0.249059122312343E+06
0.164000000000036E-06 0.248360000000053E+03  0.123946299428088E+05  0.252000319326228E+06
0.166000000000038E-06 0.251340000000057E+03  0.138057291586913E+05  0.239480247089142E+06
0.168000000000040E-06 0.254320000000060E+03  0.158558798057954E+05  0.243419992051240E+06
0.170000000000043E-06 0.257300000000063E+03  0.176333696166326E+05  0.240186974815267E+06
0.172000000000045E-06 0.260280000000067E+03  0.187803454222097E+05  0.237392292301817E+06
0.174000000000047E-06 0.263260000000070E+03  0.184026396035827E+05  0.235049776182161E+06
0.176000000000049E-06 0.266240000000074E+03  0.287119436767819E+05  0.233373017652893E+06
0.178000000000052E-06 0.269220000000077E+03  0.211812973984540E+05  0.233523808685410E+06
0.180000000000054E-06 0.272200000000080E+03  0.147960937163236E+05  0.229578897446325E+06
0.182000000000056E-06 0.275180000000084E+03  0.228136059506337E+05  0.229625391170422E+06
0.184000000000058E-06 0.278160000000087E+03  0.242155208548663E+05  0.230474469681341E+06
0.186000000000061E-06 0.281140000000090E+03  0.262869605234407E+05  0.220053505146125E+06
0.188000000000063E-06 0.284120000000094E+03  0.214040265201764E+05  0.215555095672386E+06
0.190000000000065E-06 0.287100000000097E+03  0.325556890003839E+05  0.214481532326212E+06
0.192000000000067E-06 0.290080000000101E+03  0.362601580841105E+05  0.205861857623465E+06
0.194000000000070E-06 0.293060000000104E+03  0.347097130943010E+05  0.199550242242060E+06
0.196000000000072E-06 0.296040000000107E+03  0.341326908454028E+05  0.195306847714336E+06
0.198000000000074E-06 0.299020000000111E+03  0.406081349920881E+05  0.187086017422338E+06
0.200000000000077E-06 0.302000000000114E+03  0.366082395026199E+05  0.185202865701439E+06
0.202000000000079E-06 0.304980000000117E+03  0.397766541126722E+05  0.182047950892264E+06
0.204000000000081E-06 0.307960000000121E+03  0.469560645744404E+05  0.176098195835404E+06
0.206000000000083E-06 0.310940000000124E+03  0.476231833107910E+05  0.170495687136346E+06
0.208000000000086E-06 0.313920000000128E+03  0.494898140111915E+05  0.168786734226754E+06
0.210000000000088E-06 0.316900000000131E+03  0.441546043111455E+05  0.165319571519576E+06
0.212000000000090E-06 0.319880000000134E+03  0.505204334729940E+05  0.158637357253027E+06
0.214000000000092E-06 0.322860000000138E+03  0.481447800544097E+05  0.155365028378925E+06
0.216000000000095E-06 0.325840000000141E+03  0.483122724712310E+05  0.148209542795792E+06
0.218000000000097E-06 0.328820000000144E+03  0.448208219771484E+05  0.135754855246292E+06
0.220000000000099E-06 0.331800000000148E+03  0.559838100369527E+05  0.132248030198957E+06
0.222000000000101E-06 0.334780000000151E+03  0.577883236650093E+05  0.129246452710306E+06
0.224000000000104E-06 0.337760000000155E+03  0.609784899462718E+05  0.129636336725405E+06
0.226000000000106E-06 0.340740000000158E+03  0.571921925990034E+05  0.124272070608520E+06
0.228000000000108E-06 0.343720000000161E+03  0.634067583625766E+05  0.123631311073458E+06
0.230000000000111E-06 0.346700000000165E+03  0.605097748143315E+05  0.112229766521863E+06
0.232000000000113E-06 0.349680000000168E+03  0.594546817537091E+05  0.100074851030055E+06
0.234000000000115E-06 0.352660000000171E+03  0.624420489758897E+05  0.955209078625013E+05
0.236000000000117E-06 0.355640000000175E+03  0.682858319729528E+05  0.940616550389774E+05
0.238000000000120E-06 0.358620000000178E+03  0.707256274477538E+05  0.100083689232407E+06
0.240000000000122E-06 0.361600000000182E+03  0.685892250196387E+05  0.979645264705904E+05
0.242000000000124E-06 0.364580000000185E+03  0.754679203770304E+05  0.929821526139443E+05
0.244000000000126E-06 0.367560000000188E+03  0.719809836652713E+05  0.859765442752491E+05
0.246000000000129E-06 0.370540000000192E+03  0.717691425235228E+05  0.712937017726170E+05
0.248000000000131E-06 0.373520000000195E+03  0.734073184466254E+05  0.784363481713098E+05
0.250000000000133E-06 0.376500000000198E+03  0.734678375521824E+05  0.795346627025992E+05
0.252000000000136E-06 0.379480000000202E+03  0.729635779229923E+05  0.874217074799522E+05
0.254000000000138E-06 0.382460000000205E+03  0.800278588181604E+05  0.731162561500632E+05
0.256000000000140E-06 0.385440000000209E+03  0.830133008828266E+05  0.712887704786147E+05
0.258000000000142E-06 0.388420000000212E+03  0.795015288941523E+05  0.672199392266895E+05
0.260000000000145E-06 0.391400000000215E+03  0.655010151328218E+05  0.574069708037761E+05
0.262000000000147E-06 0.394380000000219E+03  0.764035930596984E+05  0.411118315462213E+05
0.264000000000149E-06 0.397360000000222E+03  0.828937429716526E+05  0.428194907861263E+05
0.266000000000151E-06 0.400340000000226E+03  0.746798553749181E+05  0.480215897699357E+05
0.268000000000154E-06 0.403320000000229E+03  0.696771701788234E+05  0.392153476028683E+05
0.270000000000156E-06 0.406300000000232E+03  0.698433243739593E+05  0.406942313283545E+05
0.272000000000158E-06 0.409280000000236E+03  0.643048835110396E+05  0.375055401650979E+05
0.274000000000160E-06 0.412260000000239E+03  0.628189935811398E+05  0.418370432496523E+05
0.276000000000163E-06 0.415240000000243E+03  0.705059153226759E+05  0.430796917116941E+05
0.278000000000165E-06 0.418220000000246E+03  0.574570750775880E+05  0.393977600394618E+05
0.280000000000167E-06 0.421200000000249E+03  0.645253036261879E+05  0.323288931912653E+05
0.282000000000170E-06 0.424180000000253E+03  0.614450588543225E+05  0.309836570267647E+05
0.284000000000172E-06 0.427160000000256E+03  0.514900438786962E+05  0.401759871403571E+05
0.286000000000174E-06 0.430140000000259E+03  0.527912903627130E+05  0.395529837533947E+05
0.288000000000176E-06 0.433120000000263E+03  0.560131906157362E+05  0.433910559074446E+05
0.290000000000179E-06 0.436100000000266E+03  0.462295080695334E+05  0.425142267934224E+05
0.292000000000181E-06 0.439080000000269E+03  0.566935600641919E+05  0.403143805069477E+05
0.294000000000183E-06 0.442060000000273E+03  0.464574764912641E+05  0.582139654648057E+05
0.296000000000185E-06 0.445040000000276E+03  0.521791388942201E+05  0.505730625469672E+05
0.298000000000188E-06 0.448020000000280E+03  0.602371314280285E+05  0.583196796256271E+05
0.300000000000190E-06 0.451000000000283E+03  0.563712287689824E+05  0.547158713096002E+05
0.302000000000192E-06 0.453980000000286E+03  0.537094456469285E+05  0.319744685029999E+05
0.304000000000194E-06 0.456960000000290E+03  0.393144951491920E+05  0.393300785182089E+05
0.306000000000197E-06 0.459940000000293E+03  0.505640710134322E+05  0.398219533059071E+05
0.308000000000199E-06 0.462920000000297E+03  0.510087311494111E+05  0.416388680069454E+05
0.310000000000201E-06 0.465900000000300E+03  0.564479904939076E+05  0.460283110234622E+05
0.312000000000204E-06 0.468880000000303E+03  0.477307474316748E+05  0.539020707460207E+05
0.314000000000206E-06 0.471860000000307E+03  0.528892298945104E+05  0.565872299026080E+05
0.316000000000208E-06 0.474840000000310E+03  0.356352407889495E+05  0.564672627401884E+05
0.318000000000210E-06 0.477820000000313E+03  0.528702699471819E+05  0.612732830236543E+05
0.320000000000213E-06 0.480800000000317E+03  0.394114972955369E+05  0.597334436630098E+05
0.322000000000215E-06 0.483780000000320E+03  0.430278562859121E+05  0.524026730606613E+05
0.324000000000217E-06 0.486760000000324E+03  0.396599915073408E+05  0.600189160577973E+05
0.326000000000219E-06 0.489740000000327E+03  0.381648565754930E+05  0.499193213365680E+05
0.328000000000222E-06 0.492720000000330E+03  0.535238345028467E+05  0.521003163825671E+05
0.330000000000224E-06 0.495700000000334E+03  0.355174449411536E+05  0.498043267249563E+05
0.332000000000226E-06 0.498680000000337E+03  0.519419393144044E+05  0.408620248691080E+05
0.334000000000228E-06 0.501660000000340E+03  0.483806180314040E+05  0.387788805872474E+05
0.336000000000231E-06 0.504640000000344E+03  0.523948147931937E+05  0.381018324123791E+05
0.338000000000233E-06 0.507620000000347E+03  0.458513595561621E+05  0.343280780522553E+05
0.340000000000235E-06 0.510600000000351E+03  0.486079499880709E+05  0.477819577725614E+05
0.342000000000238E-06 0.513580000000354E+03  0.416489036736806E+05  0.457932167104355E+05
0.344000000000240E-06 0.516560000000357E+03  0.444001121875118E+05  0.435274498703115E+05
0.346000000000242E-06 0.519540000000361E+03  0.570138417712525E+05  0.421527584440383E+05
0.348000000000244E-06 0.522520000000364E+03  0.382701277399479E+05  0.459215566916431E+05
0.350000000000247E-06 0.525500000000368E+03  0.516785279533294E+05  0.369092065580968E+05
0.352000000000249E-06 0.528480000000371E+03  0.565228811161179E+05  0.336423616027598E+05
0.354000000000251E-06 0.531460000000374E+03  0.464325418330404E+05  0.420032602445231E+05
0.356000000000253E-06 0.534440000000378E+03  0.442291247487729E+05  0.416398685915256E+05
0.358000000000256E-06 0.537420000000381E+03  0.321490354878903E+05  0.437743393567980E+05
0.360000000000258E-06 0.540400000000384E+03  0.271071459179456E+05  0.438230219859241E+05
0.362000000000260E-06 0.543380000000388E+03  0.308483802428195E+05  0.375101614407722E+05
0.364000000000263E-06 0.546360000000391E+03  0.498566089255269E+05  0.415716574646424E+05
0.366000000000265E-06 0.549340000000395E+03  0.389270332966559E+05  0.532725536500938E+05
0.368000000000267E-06 0.552320000000398E+03  0.535302002746872E+05  0.498956917579126E+05
0.370000000000269E-06 0.555300000000401E+03  0.587571278219239E+05  0.374202630954839E+05
0.372000000000272E-06 0.558280000000405E+03  0.571146064914045E+05  0.404115172114076E+05
0.374000000000274E-06 0.561260000000408E+03  0.450702451352319E+05  0.281443398776284E+05
0.376000000000276E-06 0.564240000000411E+03  0.458767253563622E+05  0.326607844405689E+05
0.378000000000278E-06 0.567220000000415E+03  0.535690543077578E+05  0.404690878202430E+05
0.380000000000281E-06 0.570200000000418E+03  0.463160777890094E+05  0.521336901998137E+05
0.382000000000283E-06 0.573180000000422E+03  0.280653816873743E+05  0.526362632154810E+05
0.384000000000285E-06 0.576160000000425E+03  0.295798559801431E+05  0.412795113059925E+05
0.386000000000287E-06 0.579140000000428E+03  0.387029741231751E+05  0.345583582588966E+05
0.388000000000290E-06 0.582120000000432E+03  0.335107305667534E+05  0.160974176391254E+05
0.390000000000292E-06 0.585100000000435E+03  0.477189969486231E+05  0.253496767492848E+05
0.392000000000294E-06 0.588080000000439E+03  0.391472698996644E+05  0.340326694175078E+05
0.394000000000297E-06 0.591060000000442E+03  0.484720553977543E+05  0.341391716542280E+05
0.396000000000299E-06 0.594040000000445E+03  0.390593738562384E+05  0.336834756611862E+05
0.398000000000301E-06 0.597020000000449E+03  0.516280915766165E+05  0.206989063083354E+05
0.400000000000303E-06 0.600000000000452E+03  0.482335692521172E+05  0.330686090833229E+05
