#  MCS        H  M-mean   M-sdt Γθ-mean  Γθ-std δθ-mean  δθ-std
     0   1.0000  0.9223  0.0018  0.0994  0.0021  2.9811  0.0666
   100   0.9999  0.9222  0.0019  0.0995  0.0021  2.9722  0.0667
   201   0.9995  0.9223  0.0019  0.0995  0.0022  2.9795  0.0642
   301   0.9989  0.9221  0.0020  0.0994  0.0020  2.9809  0.0652
   402   0.9980  0.9222  0.0018  0.0998  0.0023  2.9731  0.0666
   502   0.9969  0.9221  0.0017  0.0993  0.0023  2.9874  0.0725
   603   0.9955  0.9218  0.0019  0.0995  0.0023  2.9839  0.0692
   703   0.9939  0.9216  0.0018  0.0993  0.0021  2.9848  0.0713
   804   0.9920  0.9213  0.0020  0.0995  0.0020  2.9856  0.0643
   904   0.9899  0.9213  0.0020  0.0995  0.0024  2.9969  0.0745
  1005   0.9876  0.9211  0.0019  0.0998  0.0022  2.9727  0.0677
  1105   0.9850  0.9206  0.0018  0.0997  0.0021  2.9928  0.0701
  1206   0.9821  0.9204  0.0017  0.0997  0.0023  2.9896  0.0760
  1306   0.9790  0.9201  0.0018  0.0995  0.0021  3.0036  0.0670
  1407   0.9757  0.9194  0.0018  0.0997  0.0024  2.9935  0.0754
  1507   0.9721  0.9191  0.0020  0.0996  0.0019  3.0004  0.0691
  1608   0.9683  0.9187  0.0021  0.0993  0.0020  3.0190  0.0632
  1708   0.9642  0.9182  0.0020  0.0996  0.0020  3.0062  0.0677
  1809   0.9599  0.9182  0.0019  0.1001  0.0020  2.9960  0.0649
  1909   0.9554  0.9173  0.0019  0.0997  0.0022  3.0157  0.0662
  2010   0.9506  0.9170  0.0018  0.1000  0.0021  3.0130  0.0695
  2110   0.9455  0.9164  0.0020  0.0995  0.0021  3.0217  0.0639
  2211   0.9403  0.9158  0.0019  0.0997  0.0019  3.0282  0.0621
  2311   0.9348  0.9150  0.0023  0.0998  0.0020  3.0346  0.0622
  2412   0.9291  0.9145  0.0019  0.0997  0.0022  3.0416  0.0657
  2512   0.9231  0.9138  0.0022  0.0999  0.0020  3.0485  0.0610
  2613   0.9169  0.9129  0.0019  0.0998  0.0021  3.0437  0.0611
  2713   0.9105  0.9119  0.0021  0.1000  0.0021  3.0519  0.0609
  2814   0.9039  0.9112  0.0021  0.0999  0.0017  3.0525  0.0624
  2914   0.8970  0.9103  0.0022  0.0999  0.0019  3.0665  0.0546
  3015   0.8899  0.9093  0.0024  0.1004  0.0019  3.0635  0.0616
  3115   0.8826  0.9082  0.0021  0.1005  0.0020  3.0711  0.0524
  3216   0.8751  0.9075  0.0024  0.1005  0.0018  3.0698  0.0531
  3316   0.8673  0.9062  0.0021  0.1007  0.0019  3.0735  0.0584
  3417   0.8594  0.9052  0.0023  0.1005  0.0020  3.0768  0.0562
  3517   0.8512  0.9040  0.0025  0.1009  0.0019  3.0873  0.0484
  3618   0.8428  0.9025  0.0025  0.1009  0.0019  3.0833  0.0479
  3718   0.8342  0.9013  0.0024  0.1014  0.0015  3.0871  0.0466
  3819   0.8254  0.9000  0.0025  0.1015  0.0017  3.0970  0.0426
  3919   0.8164  0.8986  0.0025  0.1016  0.0017  3.0907  0.0454
  4020   0.8072  0.8972  0.0024  0.1017  0.0016  3.1021  0.0439
  4120   0.7977  0.8955  0.0024  0.1017  0.0015  3.1128  0.0447
